protein	number_letter	length	group	letter
vdp2013_S4_850	39	59	Hs_ps31	L
vdp2013_S4_851	17	46	Hs_ps31	E
vdp2013_S4_851	0	46	Hs_ps31	H
vdp2013_S4_851	29	46	Hs_ps31	L
vdp2013_S4_856	0	44	Hs_ps31	E
vdp2013_S4_856	16	44	Hs_ps31	H
vdp2013_S4_856	28	44	Hs_ps31	L
vdp2013_S4_857	11	42	Hs_ps13-17	E
vdp2013_S4_857	0	42	Hs_ps13-17	H
vdp2013_S4_857	31	42	Hs_ps13-17	L
vdp2013_S4_854	6	77	Hs_ps31	E
vdp2013_S4_854	0	77	Hs_ps31	H
vdp2013_S4_854	71	77	Hs_ps31	L
vdp2013_S4_671	4	43	Hs_ps31	E
vdp2013_S4_671	5	43	Hs_ps31	H
vdp2013_S4_671	34	43	Hs_ps31	L
ENSP00000358149	30	137	Hs_ps1-2	E
ENSP00000358149	35	137	Hs_ps1-2	H
ENSP00000358149	72	137	Hs_ps1-2	L
None_protein864711	10	87	Hs_igen	E
None_protein864711	21	87	Hs_igen	H
None_protein864711	56	87	Hs_igen	L
ENSP00000358142	67	742	Hs_ps1-2	E
ENSP00000358142	386	742	Hs_ps1-2	H
ENSP00000358142	289	742	Hs_ps1-2	L
Hs_rnd_gnm9_1224395	0	55	Hs_rand	E
Hs_rnd_gnm9_1224395	14	55	Hs_rand	H
Hs_rnd_gnm9_1224395	41	55	Hs_rand	L
None_protein344417	47	398	Hs_igen	E
None_protein344417	91	398	Hs_igen	H
None_protein344417	260	398	Hs_igen	L
ENSP00000429399	14	113	Hs_ps13-17	E
ENSP00000429399	21	113	Hs_ps13-17	H
ENSP00000429399	78	113	Hs_ps13-17	L
Hs_rnd_gnm5_378131	0	0	Hs_rand	E
Hs_rnd_gnm5_378131	0	0	Hs_rand	H
Hs_rnd_gnm5_378131	0	0	Hs_rand	L
None_protein990060	36	108	Hs_igen	E
None_protein990060	22	108	Hs_igen	H
None_protein990060	50	108	Hs_igen	L
ENSP00000356879	0	201	Hs_ps1-2	E
ENSP00000356879	134	201	Hs_ps1-2	H
ENSP00000356879	67	201	Hs_ps1-2	L
ENSP00000492757	19	170	Hs_ps20-21	E
ENSP00000492757	36	170	Hs_ps20-21	H
ENSP00000492757	115	170	Hs_ps20-21	L
ENSP00000242810	134	600	Hs_ps1-2	E
ENSP00000242810	161	600	Hs_ps1-2	H
ENSP00000242810	305	600	Hs_ps1-2	L
None_protein658872	17	98	Hs_igen	E
None_protein658872	57	98	Hs_igen	H
None_protein658872	24	98	Hs_igen	L
Hs_rnd_gnm9_314019	20	78	Hs_rand	E
Hs_rnd_gnm9_314019	26	78	Hs_rand	H
Hs_rnd_gnm9_314019	32	78	Hs_rand	L
Hs_rnd_gnm2_445653	25	81	Hs_rand	E
Hs_rnd_gnm2_445653	14	81	Hs_rand	H
Hs_rnd_gnm2_445653	42	81	Hs_rand	L
Hs_JP201901_429	24	133	Hs_ps31	E
Hs_JP201901_429	38	133	Hs_ps31	H
Hs_JP201901_429	71	133	Hs_ps31	L
ENSP00000405965	31	95	Hs_ps1-2	E
ENSP00000405965	11	95	Hs_ps1-2	H
ENSP00000405965	53	95	Hs_ps1-2	L
ENSP00000360824	12	199	Hs_ps13-17	E
ENSP00000360824	78	199	Hs_ps13-17	H
ENSP00000360824	109	199	Hs_ps13-17	L
Hs_rnd_gnm4_922261	11	76	Hs_rand	E
Hs_rnd_gnm4_922261	20	76	Hs_rand	H
Hs_rnd_gnm4_922261	45	76	Hs_rand	L
None_protein84334	14	77	Hs_igen	E
None_protein84334	13	77	Hs_igen	H
None_protein84334	50	77	Hs_igen	L
Hs_JP201901_423	0	43	Hs_ps31	E
Hs_JP201901_423	13	43	Hs_ps31	H
Hs_JP201901_423	30	43	Hs_ps31	L
Hs_JP201901_425	13	70	Hs_ps31	E
Hs_JP201901_425	5	70	Hs_ps31	H
Hs_JP201901_425	52	70	Hs_ps31	L
Hs_JP201901_424	27	78	Hs_ps1-2	E
Hs_JP201901_424	0	78	Hs_ps1-2	H
Hs_JP201901_424	51	78	Hs_ps1-2	L
Hs_JP201901_427	14	106	Hs_ps31	E
Hs_JP201901_427	6	106	Hs_ps31	H
Hs_JP201901_427	86	106	Hs_ps31	L
Hs_JP201901_426	21	71	Hs_ps31	E
Hs_JP201901_426	12	71	Hs_ps31	H
Hs_JP201901_426	38	71	Hs_ps31	L
ENSP00000339260	34	602	Hs_ps1-2	E
ENSP00000339260	354	602	Hs_ps1-2	H
ENSP00000339260	214	602	Hs_ps1-2	L
Raj_Hs_2011	13	64	Hs_ps31	E
Raj_Hs_2011	9	64	Hs_ps31	H
Raj_Hs_2011	42	64	Hs_ps31	L
ENSP00000281834	79	183	Hs_ps13-17	E
ENSP00000281834	21	183	Hs_ps13-17	H
ENSP00000281834	83	183	Hs_ps13-17	L
ENSP00000433967	93	815	Hs_ps1-2	E
ENSP00000433967	463	815	Hs_ps1-2	H
ENSP00000433967	259	815	Hs_ps1-2	L
None_protein277631	3	46	Hs_igen	E
None_protein277631	21	46	Hs_igen	H
None_protein277631	22	46	Hs_igen	L
None_protein370651	23	43	Hs_igen	E
None_protein370651	7	43	Hs_igen	H
None_protein370651	13	43	Hs_igen	L
ENSP00000447509	0	868	Hs_ps13-17	E
ENSP00000447509	0	868	Hs_ps13-17	H
ENSP00000447509	868	868	Hs_ps13-17	L
Raj_Hs_727	16	145	Hs_ps31	E
Raj_Hs_727	23	145	Hs_ps31	H
Raj_Hs_727	106	145	Hs_ps31	L
Raj_Hs_728	3	77	Hs_ps31	E
Raj_Hs_728	34	77	Hs_ps31	H
Raj_Hs_728	40	77	Hs_ps31	L
Baz_Hs_224	2	71	Hs_ps31	E
Baz_Hs_224	17	71	Hs_ps31	H
Baz_Hs_224	52	71	Hs_ps31	L
ENSP00000370058	16	108	Hs_ps20-21	E
ENSP00000370058	9	108	Hs_ps20-21	H
ENSP00000370058	83	108	Hs_ps20-21	L
ENSP00000290429	49	390	Hs_ps1-2	E
ENSP00000290429	207	390	Hs_ps1-2	H
ENSP00000290429	134	390	Hs_ps1-2	L
Hs_rnd_gnm9_616086	0	53	Hs_rand	E
Hs_rnd_gnm9_616086	46	53	Hs_rand	H
Hs_rnd_gnm9_616086	7	53	Hs_rand	L
None_protein202034	2	50	Hs_igen	E
None_protein202034	40	50	Hs_igen	H
None_protein202034	8	50	Hs_igen	L
None_protein202039	5	50	Hs_igen	E
None_protein202039	12	50	Hs_igen	H
None_protein202039	33	50	Hs_igen	L
ENSP00000259324	78	810	Hs_ps1-2	E
ENSP00000259324	328	810	Hs_ps1-2	H
ENSP00000259324	404	810	Hs_ps1-2	L
None_protein404280	53	91	Hs_igen	E
None_protein404280	15	91	Hs_igen	H
None_protein404280	23	91	Hs_igen	L
None_protein1088092	12	41	Hs_igen	E
None_protein1088092	4	41	Hs_igen	H
None_protein1088092	25	41	Hs_igen	L
Hs_rnd_gnm5_319398	7	66	Hs_rand	E
Hs_rnd_gnm5_319398	35	66	Hs_rand	H
Hs_rnd_gnm5_319398	24	66	Hs_rand	L
ENSP00000379282	53	558	Hs_ps1-2	E
ENSP00000379282	221	558	Hs_ps1-2	H
ENSP00000379282	284	558	Hs_ps1-2	L
Hs_rnd_gnm9_509321	23	83	Hs_rand	E
Hs_rnd_gnm9_509321	19	83	Hs_rand	H
Hs_rnd_gnm9_509321	41	83	Hs_rand	L
None_protein421766	7	55	Hs_igen	E
None_protein421766	3	55	Hs_igen	H
None_protein421766	45	55	Hs_igen	L
None_protein1164369	19	70	Hs_igen	E
None_protein1164369	32	70	Hs_igen	H
None_protein1164369	19	70	Hs_igen	L
Hs_rnd_gnm8_276041	15	63	Hs_rand	E
Hs_rnd_gnm8_276041	26	63	Hs_rand	H
Hs_rnd_gnm8_276041	22	63	Hs_rand	L
ENSP00000356696	105	1405	Hs_ps1-2	E
ENSP00000356696	149	1405	Hs_ps1-2	H
ENSP00000356696	1151	1405	Hs_ps1-2	L
ENSP00000312397	133	587	Hs_ps1-2	E
ENSP00000312397	163	587	Hs_ps1-2	H
ENSP00000312397	291	587	Hs_ps1-2	L
None_protein509595	33	212	Hs_igen	E
None_protein509595	44	212	Hs_igen	H
None_protein509595	135	212	Hs_igen	L
ENSP00000343190	28	204	Hs_ps1-2	E
ENSP00000343190	83	204	Hs_ps1-2	H
ENSP00000343190	93	204	Hs_ps1-2	L
ENSP00000265191	21	212	Hs_ps1-2	E
ENSP00000265191	99	212	Hs_ps1-2	H
ENSP00000265191	92	212	Hs_ps1-2	L
ENSP00000312399	0	563	Hs_ps1-2	E
ENSP00000312399	517	563	Hs_ps1-2	H
ENSP00000312399	46	563	Hs_ps1-2	L
ENSP00000318997	42	324	Hs_ps1-2	E
ENSP00000318997	190	324	Hs_ps1-2	H
ENSP00000318997	92	324	Hs_ps1-2	L
None_protein583564	0	72	Hs_igen	E
None_protein583564	11	72	Hs_igen	H
None_protein583564	61	72	Hs_igen	L
ENSP00000330612	33	289	Hs_ps13-17	E
ENSP00000330612	190	289	Hs_ps13-17	H
ENSP00000330612	66	289	Hs_ps13-17	L
Hs_rnd_gnm4_196654	13	67	Hs_rand	E
Hs_rnd_gnm4_196654	31	67	Hs_rand	H
Hs_rnd_gnm4_196654	23	67	Hs_rand	L
Hs_rnd_gnm7_955777	36	68	Hs_rand	E
Hs_rnd_gnm7_955777	0	68	Hs_rand	H
Hs_rnd_gnm7_955777	32	68	Hs_rand	L
Hs_rnd_gnm8_335098	17	44	Hs_rand	E
Hs_rnd_gnm8_335098	9	44	Hs_rand	H
Hs_rnd_gnm8_335098	18	44	Hs_rand	L
None_protein912674	7	59	Hs_igen	E
None_protein912674	28	59	Hs_igen	H
None_protein912674	24	59	Hs_igen	L
Hs_rnd_gnm5_1115052	19	52	Hs_rand	E
Hs_rnd_gnm5_1115052	0	52	Hs_rand	H
Hs_rnd_gnm5_1115052	33	52	Hs_rand	L
ENSP00000296370	0	95	Hs_ps1-2	E
ENSP00000296370	60	95	Hs_ps1-2	H
ENSP00000296370	35	95	Hs_ps1-2	L
ENSP00000278193	31	197	Hs_ps1-2	E
ENSP00000278193	24	197	Hs_ps1-2	H
ENSP00000278193	142	197	Hs_ps1-2	L
ENSP00000418532	50	534	Hs_ps1-2	E
ENSP00000418532	241	534	Hs_ps1-2	H
ENSP00000418532	243	534	Hs_ps1-2	L
Hs_rnd_gnm9_238147	3	55	Hs_rand	E
Hs_rnd_gnm9_238147	38	55	Hs_rand	H
Hs_rnd_gnm9_238147	14	55	Hs_rand	L
ENSP00000360216	50	509	Hs_ps1-2	E
ENSP00000360216	195	509	Hs_ps1-2	H
ENSP00000360216	264	509	Hs_ps1-2	L
ENSP00000379931	29	201	Hs_ps1-2	E
ENSP00000379931	60	201	Hs_ps1-2	H
ENSP00000379931	112	201	Hs_ps1-2	L
ENSP00000490182	51	1172	Hs_ps1-2	E
ENSP00000490182	207	1172	Hs_ps1-2	H
ENSP00000490182	914	1172	Hs_ps1-2	L
ENSP00000490187	42	75	Hs_ps20-21	E
ENSP00000490187	0	75	Hs_ps20-21	H
ENSP00000490187	33	75	Hs_ps20-21	L
None_protein428395	21	53	Hs_igen	E
None_protein428395	13	53	Hs_igen	H
None_protein428395	19	53	Hs_igen	L
Hs_rnd_gnm9_1193589	40	95	Hs_rand	E
Hs_rnd_gnm9_1193589	0	95	Hs_rand	H
Hs_rnd_gnm9_1193589	55	95	Hs_rand	L
ENSP00000368767	44	758	Hs_ps1-2	E
ENSP00000368767	441	758	Hs_ps1-2	H
ENSP00000368767	273	758	Hs_ps1-2	L
ENSP00000285208	49	208	Hs_ps1-2	E
ENSP00000285208	63	208	Hs_ps1-2	H
ENSP00000285208	96	208	Hs_ps1-2	L
Raj_Hs_3018	2	48	Hs_ps31	E
Raj_Hs_3018	19	48	Hs_ps31	H
Raj_Hs_3018	27	48	Hs_ps31	L
None_protein1082692	7	88	Hs_igen	E
None_protein1082692	33	88	Hs_igen	H
None_protein1082692	48	88	Hs_igen	L
ENSP00000354929	50	236	Hs_ps1-2	E
ENSP00000354929	0	236	Hs_ps1-2	H
ENSP00000354929	186	236	Hs_ps1-2	L
Hs_rnd_gnm1_972645	13	44	Hs_rand	E
Hs_rnd_gnm1_972645	3	44	Hs_rand	H
Hs_rnd_gnm1_972645	28	44	Hs_rand	L
Raj_Hs_2948	13	57	Hs_ps31	E
Raj_Hs_2948	0	57	Hs_ps31	H
Raj_Hs_2948	44	57	Hs_ps31	L
ENSP00000020945	4	268	Hs_ps1-2	E
ENSP00000020945	110	268	Hs_ps1-2	H
ENSP00000020945	154	268	Hs_ps1-2	L
ENSP00000233596	0	184	Hs_ps1-2	E
ENSP00000233596	153	184	Hs_ps1-2	H
ENSP00000233596	31	184	Hs_ps1-2	L
Raj_Hs_3288	9	101	Hs_ps31	E
Raj_Hs_3288	9	101	Hs_ps31	H
Raj_Hs_3288	83	101	Hs_ps31	L
Raj_Hs_2941	0	46	Hs_ps31	E
Raj_Hs_2941	25	46	Hs_ps31	H
Raj_Hs_2941	21	46	Hs_ps31	L
Raj_Hs_2766	0	41	Hs_ps31	E
Raj_Hs_2766	0	41	Hs_ps31	H
Raj_Hs_2766	41	41	Hs_ps31	L
ENSP00000275016	36	469	Hs_ps1-2	E
ENSP00000275016	231	469	Hs_ps1-2	H
ENSP00000275016	202	469	Hs_ps1-2	L
Raj_Hs_1943	4	51	Hs_ps31	E
Raj_Hs_1943	15	51	Hs_ps31	H
Raj_Hs_1943	32	51	Hs_ps31	L
ENSP00000222266	6	101	Hs_ps1-2	E
ENSP00000222266	66	101	Hs_ps1-2	H
ENSP00000222266	29	101	Hs_ps1-2	L
Raj_Hs_1945	0	40	Hs_ps31	E
Raj_Hs_1945	13	40	Hs_ps31	H
Raj_Hs_1945	27	40	Hs_ps31	L
ENSP00000455659	11	93	Hs_ps13-17	E
ENSP00000455659	35	93	Hs_ps13-17	H
ENSP00000455659	47	93	Hs_ps13-17	L
Hs_JP201901_229	16	91	Hs_ps31	E
Hs_JP201901_229	33	91	Hs_ps31	H
Hs_JP201901_229	42	91	Hs_ps31	L
Hs_JP201901_224	5	184	Hs_ps1-2	E
Hs_JP201901_224	134	184	Hs_ps1-2	H
Hs_JP201901_224	45	184	Hs_ps1-2	L
Hs_JP201901_223	6	48	Hs_ps31	E
Hs_JP201901_223	0	48	Hs_ps31	H
Hs_JP201901_223	42	48	Hs_ps31	L
Hs_JP201901_222	4	44	Hs_ps31	E
Hs_JP201901_222	13	44	Hs_ps31	H
Hs_JP201901_222	27	44	Hs_ps31	L
Hs_rnd_gnm6_524894	14	70	Hs_rand	E
Hs_rnd_gnm6_524894	20	70	Hs_rand	H
Hs_rnd_gnm6_524894	36	70	Hs_rand	L
Hs_JP201901_220	0	41	Hs_ps31	E
Hs_JP201901_220	10	41	Hs_ps31	H
Hs_JP201901_220	31	41	Hs_ps31	L
Hs_rnd_gnm8_418364	25	69	Hs_rand	E
Hs_rnd_gnm8_418364	22	69	Hs_rand	H
Hs_rnd_gnm8_418364	22	69	Hs_rand	L
None_protein1222576	25	74	Hs_igen	E
None_protein1222576	6	74	Hs_igen	H
None_protein1222576	43	74	Hs_igen	L
Hs_rnd_gnm6_751539	16	65	Hs_rand	E
Hs_rnd_gnm6_751539	17	65	Hs_rand	H
Hs_rnd_gnm6_751539	32	65	Hs_rand	L
ENSP00000263665	487	1028	Hs_ps1-2	E
ENSP00000263665	0	1028	Hs_ps1-2	H
ENSP00000263665	541	1028	Hs_ps1-2	L
Hs_rnd_gnm3_549639	34	55	Hs_rand	E
Hs_rnd_gnm3_549639	3	55	Hs_rand	H
Hs_rnd_gnm3_549639	18	55	Hs_rand	L
Hs_rnd_gnm2_1103799	24	118	Hs_rand	E
Hs_rnd_gnm2_1103799	25	118	Hs_rand	H
Hs_rnd_gnm2_1103799	69	118	Hs_rand	L
Hs_rnd_gnm8_602647	28	85	Hs_rand	E
Hs_rnd_gnm8_602647	14	85	Hs_rand	H
Hs_rnd_gnm8_602647	43	85	Hs_rand	L
ENSP00000267102	29	489	Hs_ps1-2	E
ENSP00000267102	343	489	Hs_ps1-2	H
ENSP00000267102	117	489	Hs_ps1-2	L
Hs_rnd_gnm3_967980	22	73	Hs_rand	E
Hs_rnd_gnm3_967980	9	73	Hs_rand	H
Hs_rnd_gnm3_967980	42	73	Hs_rand	L
None_protein464261	17	105	Hs_igen	E
None_protein464261	27	105	Hs_igen	H
None_protein464261	61	105	Hs_igen	L
ENSP00000216200	0	110	Hs_ps1-2	E
ENSP00000216200	63	110	Hs_ps1-2	H
ENSP00000216200	47	110	Hs_ps1-2	L
Hs_rnd_gnm5_276752	22	41	Hs_rand	E
Hs_rnd_gnm5_276752	9	41	Hs_rand	H
Hs_rnd_gnm5_276752	10	41	Hs_rand	L
ENSP00000354691	452	977	Hs_ps1-2	E
ENSP00000354691	0	977	Hs_ps1-2	H
ENSP00000354691	525	977	Hs_ps1-2	L
Hs_JP201901_164	12	108	Hs_ps20-21	E
Hs_JP201901_164	6	108	Hs_ps20-21	H
Hs_JP201901_164	90	108	Hs_ps20-21	L
Hs_JP201901_165	6	82	Hs_ps31	E
Hs_JP201901_165	26	82	Hs_ps31	H
Hs_JP201901_165	50	82	Hs_ps31	L
Hs_JP201901_167	12	95	Hs_ps31	E
Hs_JP201901_167	19	95	Hs_ps31	H
Hs_JP201901_167	64	95	Hs_ps31	L
Hs_JP201901_160	0	42	Hs_ps31	E
Hs_JP201901_160	23	42	Hs_ps31	H
Hs_JP201901_160	19	42	Hs_ps31	L
Hs_JP201901_161	0	47	Hs_ps31	E
Hs_JP201901_161	3	47	Hs_ps31	H
Hs_JP201901_161	44	47	Hs_ps31	L
None_protein76488	0	63	Hs_igen	E
None_protein76488	0	63	Hs_igen	H
None_protein76488	63	63	Hs_igen	L
Hs_JP201901_445	14	164	Hs_ps1-2	E
Hs_JP201901_445	78	164	Hs_ps1-2	H
Hs_JP201901_445	72	164	Hs_ps1-2	L
Hs_rnd_gnm10_499406	11	48	Hs_rand	E
Hs_rnd_gnm10_499406	8	48	Hs_rand	H
Hs_rnd_gnm10_499406	29	48	Hs_rand	L
Hs_rnd_gnm1_772418	26	56	Hs_rand	E
Hs_rnd_gnm1_772418	0	56	Hs_rand	H
Hs_rnd_gnm1_772418	30	56	Hs_rand	L
Hs_JP201901_168	0	49	Hs_ps31	E
Hs_JP201901_168	20	49	Hs_ps31	H
Hs_JP201901_168	29	49	Hs_ps31	L
None_protein1253905	5	48	Hs_igen	E
None_protein1253905	9	48	Hs_igen	H
None_protein1253905	34	48	Hs_igen	L
Hs_rnd_gnm7_261767	20	54	Hs_rand	E
Hs_rnd_gnm7_261767	7	54	Hs_rand	H
Hs_rnd_gnm7_261767	27	54	Hs_rand	L
ENSP00000263598	70	176	Hs_ps13-17	E
ENSP00000263598	30	176	Hs_ps13-17	H
ENSP00000263598	76	176	Hs_ps13-17	L
ENSP00000334611	113	421	Hs_ps1-2	E
ENSP00000334611	28	421	Hs_ps1-2	H
ENSP00000334611	280	421	Hs_ps1-2	L
None_protein999097	17	60	Hs_igen	E
None_protein999097	8	60	Hs_igen	H
None_protein999097	35	60	Hs_igen	L
ENSP00000416249	0	117	Hs_ps13-17	E
ENSP00000416249	0	117	Hs_ps13-17	H
ENSP00000416249	117	117	Hs_ps13-17	L
ENSP00000445831	0	134	Hs_ps1-2	E
ENSP00000445831	73	134	Hs_ps1-2	H
ENSP00000445831	61	134	Hs_ps1-2	L
Hs_rnd_gnm6_825169	11	58	Hs_rand	E
Hs_rnd_gnm6_825169	5	58	Hs_rand	H
Hs_rnd_gnm6_825169	42	58	Hs_rand	L
None_protein667589	9	50	Hs_igen	E
None_protein667589	15	50	Hs_igen	H
None_protein667589	26	50	Hs_igen	L
ENSP00000349041	0	114	Hs_ps1-2	E
ENSP00000349041	51	114	Hs_ps1-2	H
ENSP00000349041	63	114	Hs_ps1-2	L
Raj_Hs_1412	10	66	Hs_ps31	E
Raj_Hs_1412	40	66	Hs_ps31	H
Raj_Hs_1412	16	66	Hs_ps31	L
ENSP00000364758	94	1137	Hs_ps1-2	E
ENSP00000364758	573	1137	Hs_ps1-2	H
ENSP00000364758	470	1137	Hs_ps1-2	L
Raj_Hs_1419	37	144	Hs_ps31	E
Raj_Hs_1419	18	144	Hs_ps31	H
Raj_Hs_1419	89	144	Hs_ps31	L
Hs_rnd_gnm10_948524	0	41	Hs_rand	E
Hs_rnd_gnm10_948524	12	41	Hs_rand	H
Hs_rnd_gnm10_948524	29	41	Hs_rand	L
vdp2013_S4_444	13	98	Hs_ps31	E
vdp2013_S4_444	30	98	Hs_ps31	H
vdp2013_S4_444	55	98	Hs_ps31	L
vdp2013_S4_447	0	44	Hs_ps31	E
vdp2013_S4_447	27	44	Hs_ps31	H
vdp2013_S4_447	17	44	Hs_ps31	L
vdp2013_S4_110	11	64	Hs_ps31	E
vdp2013_S4_110	7	64	Hs_ps31	H
vdp2013_S4_110	46	64	Hs_ps31	L
vdp2013_S4_117	14	130	Hs_ps31	E
vdp2013_S4_117	76	130	Hs_ps31	H
vdp2013_S4_117	40	130	Hs_ps31	L
vdp2013_S4_440	0	60	Hs_ps31	E
vdp2013_S4_440	12	60	Hs_ps31	H
vdp2013_S4_440	48	60	Hs_ps31	L
vdp2013_S4_115	10	65	Hs_ps31	E
vdp2013_S4_115	33	65	Hs_ps31	H
vdp2013_S4_115	22	65	Hs_ps31	L
vdp2013_S4_114	12	66	Hs_ps31	E
vdp2013_S4_114	21	66	Hs_ps31	H
vdp2013_S4_114	33	66	Hs_ps31	L
vdp2013_S4_118	21	65	Hs_ps31	E
vdp2013_S4_118	3	65	Hs_ps31	H
vdp2013_S4_118	41	65	Hs_ps31	L
vdp2013_S4_449	5	126	Hs_ps31	E
vdp2013_S4_449	52	126	Hs_ps31	H
vdp2013_S4_449	69	126	Hs_ps31	L
ENSP00000341030	9	226	Hs_ps20-21	E
ENSP00000341030	0	226	Hs_ps20-21	H
ENSP00000341030	217	226	Hs_ps20-21	L
ENSP00000350848	0	282	Hs_ps13-17	E
ENSP00000350848	0	282	Hs_ps13-17	H
ENSP00000350848	282	282	Hs_ps13-17	L
None_protein544921	3	62	Hs_igen	E
None_protein544921	7	62	Hs_igen	H
None_protein544921	52	62	Hs_igen	L
ENSP00000387075	37	505	Hs_ps1-2	E
ENSP00000387075	189	505	Hs_ps1-2	H
ENSP00000387075	279	505	Hs_ps1-2	L
None_protein212572	24	46	Hs_igen	E
None_protein212572	0	46	Hs_igen	H
None_protein212572	22	46	Hs_igen	L
ENSP00000370883	520	1267	Hs_ps1-2	E
ENSP00000370883	54	1267	Hs_ps1-2	H
ENSP00000370883	693	1267	Hs_ps1-2	L
ENSP00000357315	50	2241	Hs_ps1-2	E
ENSP00000357315	275	2241	Hs_ps1-2	H
ENSP00000357315	1916	2241	Hs_ps1-2	L
ENSP00000370889	63	801	Hs_ps1-2	E
ENSP00000370889	159	801	Hs_ps1-2	H
ENSP00000370889	579	801	Hs_ps1-2	L
None_protein1102752	25	94	Hs_igen	E
None_protein1102752	37	94	Hs_igen	H
None_protein1102752	32	94	Hs_igen	L
Hs_rnd_gnm5_477107	17	50	Hs_rand	E
Hs_rnd_gnm5_477107	9	50	Hs_rand	H
Hs_rnd_gnm5_477107	24	50	Hs_rand	L
Hs_rnd_gnm9_246587	2	56	Hs_rand	E
Hs_rnd_gnm9_246587	29	56	Hs_rand	H
Hs_rnd_gnm9_246587	25	56	Hs_rand	L
None_protein547471	41	110	Hs_igen	E
None_protein547471	23	110	Hs_igen	H
None_protein547471	46	110	Hs_igen	L
vdp2013_S4_1170	0	41	Hs_ps31	E
vdp2013_S4_1170	31	41	Hs_ps31	H
vdp2013_S4_1170	10	41	Hs_ps31	L
vdp2013_S4_1172	5	46	Hs_ps31	E
vdp2013_S4_1172	16	46	Hs_ps31	H
vdp2013_S4_1172	25	46	Hs_ps31	L
vdp2013_S4_1174	19	72	Hs_ps31	E
vdp2013_S4_1174	33	72	Hs_ps31	H
vdp2013_S4_1174	20	72	Hs_ps31	L
vdp2013_S4_1177	4	57	Hs_ps31	E
vdp2013_S4_1177	41	57	Hs_ps31	H
vdp2013_S4_1177	12	57	Hs_ps31	L
vdp2013_S4_1176	0	41	Hs_ps31	E
vdp2013_S4_1176	23	41	Hs_ps31	H
vdp2013_S4_1176	18	41	Hs_ps31	L
None_protein491820	32	64	Hs_igen	E
None_protein491820	16	64	Hs_igen	H
None_protein491820	16	64	Hs_igen	L
None_protein418742	19	56	Hs_igen	E
None_protein418742	23	56	Hs_igen	H
None_protein418742	14	56	Hs_igen	L
ENSP00000332756	154	1132	Hs_ps1-2	E
ENSP00000332756	523	1132	Hs_ps1-2	H
ENSP00000332756	455	1132	Hs_ps1-2	L
None_protein1119946	7	80	Hs_igen	E
None_protein1119946	16	80	Hs_igen	H
None_protein1119946	57	80	Hs_igen	L
None_protein1040656	2	46	Hs_igen	E
None_protein1040656	28	46	Hs_igen	H
None_protein1040656	16	46	Hs_igen	L
None_protein666186	0	48	Hs_igen	E
None_protein666186	28	48	Hs_igen	H
None_protein666186	20	48	Hs_igen	L
None_protein1199396	23	101	Hs_igen	E
None_protein1199396	18	101	Hs_igen	H
None_protein1199396	60	101	Hs_igen	L
ENSP00000330442	136	1458	Hs_ps1-2	E
ENSP00000330442	378	1458	Hs_ps1-2	H
ENSP00000330442	944	1458	Hs_ps1-2	L
None_protein777867	9	45	Hs_igen	E
None_protein777867	0	45	Hs_igen	H
None_protein777867	36	45	Hs_igen	L
None_protein331533	14	49	Hs_igen	E
None_protein331533	7	49	Hs_igen	H
None_protein331533	28	49	Hs_igen	L
ENSP00000253693	162	813	Hs_ps1-2	E
ENSP00000253693	178	813	Hs_ps1-2	H
ENSP00000253693	473	813	Hs_ps1-2	L
None_protein1070519	5	66	Hs_igen	E
None_protein1070519	14	66	Hs_igen	H
None_protein1070519	47	66	Hs_igen	L
ENSP00000412326	16	813	Hs_ps1-2	E
ENSP00000412326	42	813	Hs_ps1-2	H
ENSP00000412326	755	813	Hs_ps1-2	L
Hs_rnd_gnm8_1000054	4	54	Hs_rand	E
Hs_rnd_gnm8_1000054	23	54	Hs_rand	H
Hs_rnd_gnm8_1000054	27	54	Hs_rand	L
ENSP00000356992	8	1101	Hs_ps1-2	E
ENSP00000356992	111	1101	Hs_ps1-2	H
ENSP00000356992	982	1101	Hs_ps1-2	L
ENSP00000353165	74	243	Hs_ps1-2	E
ENSP00000353165	59	243	Hs_ps1-2	H
ENSP00000353165	110	243	Hs_ps1-2	L
ENSP00000301215	3	670	Hs_ps1-2	E
ENSP00000301215	192	670	Hs_ps1-2	H
ENSP00000301215	475	670	Hs_ps1-2	L
Hs_rnd_gnm6_274302	9	45	Hs_rand	E
Hs_rnd_gnm6_274302	15	45	Hs_rand	H
Hs_rnd_gnm6_274302	21	45	Hs_rand	L
None_protein735553	24	90	Hs_igen	E
None_protein735553	28	90	Hs_igen	H
None_protein735553	38	90	Hs_igen	L
ENSP00000251691	15	2177	Hs_ps1-2	E
ENSP00000251691	1005	2177	Hs_ps1-2	H
ENSP00000251691	1157	2177	Hs_ps1-2	L
ENSP00000297283	26	253	Hs_ps1-2	E
ENSP00000297283	106	253	Hs_ps1-2	H
ENSP00000297283	121	253	Hs_ps1-2	L
Hs_rnd_gnm3_333527	16	61	Hs_rand	E
Hs_rnd_gnm3_333527	23	61	Hs_rand	H
Hs_rnd_gnm3_333527	22	61	Hs_rand	L
Hs_rnd_gnm7_709820	17	42	Hs_rand	E
Hs_rnd_gnm7_709820	3	42	Hs_rand	H
Hs_rnd_gnm7_709820	22	42	Hs_rand	L
Hs_rnd_gnm4_910869	18	141	Hs_rand	E
