protein	number_letter	pfam_domain	domain_length	group	letter
ENSP00000321812	2	PF00096.25	22	Hs_ps1-2	E
ENSP00000321812	7	PF00096.25	22	Hs_ps1-2	H
ENSP00000321812	13	PF00096.25	22	Hs_ps1-2	L
ENSP00000321812	2	PF00096.25	22	Hs_ps1-2	E
ENSP00000321812	4	PF00096.25	22	Hs_ps1-2	H
ENSP00000321812	16	PF00096.25	22	Hs_ps1-2	L
ENSP00000321812	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000321812	11	PF00096.25	22	Hs_ps1-2	H
ENSP00000321812	11	PF00096.25	22	Hs_ps1-2	L
ENSP00000321812	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000321812	9	PF00096.25	22	Hs_ps1-2	H
ENSP00000321812	13	PF00096.25	22	Hs_ps1-2	L
ENSP00000321812	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000321812	8	PF00096.25	22	Hs_ps1-2	H
ENSP00000321812	14	PF00096.25	22	Hs_ps1-2	L
ENSP00000321812	2	PF00096.25	22	Hs_ps1-2	E
ENSP00000321812	7	PF00096.25	22	Hs_ps1-2	H
ENSP00000321812	13	PF00096.25	22	Hs_ps1-2	L
ENSP00000321812	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000321812	12	PF00096.25	22	Hs_ps1-2	H
ENSP00000321812	10	PF00096.25	22	Hs_ps1-2	L
ENSP00000361580	2	PF00096.25	22	Hs_ps1-2	E
ENSP00000361580	6	PF00096.25	22	Hs_ps1-2	H
ENSP00000361580	14	PF00096.25	22	Hs_ps1-2	L
ENSP00000361580	2	PF00096.25	22	Hs_ps1-2	E
ENSP00000361580	6	PF00096.25	22	Hs_ps1-2	H
ENSP00000361580	14	PF00096.25	22	Hs_ps1-2	L
ENSP00000361580	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000361580	6	PF00096.25	22	Hs_ps1-2	H
ENSP00000361580	16	PF00096.25	22	Hs_ps1-2	L
ENSP00000361580	6	PF00096.25	22	Hs_ps1-2	E
ENSP00000361580	3	PF00096.25	22	Hs_ps1-2	H
ENSP00000361580	13	PF00096.25	22	Hs_ps1-2	L
ENSP00000361580	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000361580	7	PF00096.25	22	Hs_ps1-2	H
ENSP00000361580	15	PF00096.25	22	Hs_ps1-2	L
ENSP00000361580	4	PF00096.25	22	Hs_ps1-2	E
ENSP00000361580	3	PF00096.25	22	Hs_ps1-2	H
ENSP00000361580	15	PF00096.25	22	Hs_ps1-2	L
ENSP00000361580	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000361580	5	PF00096.25	22	Hs_ps1-2	H
ENSP00000361580	17	PF00096.25	22	Hs_ps1-2	L
ENSP00000219091	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000219091	4	PF00096.25	22	Hs_ps1-2	H
ENSP00000219091	18	PF00096.25	22	Hs_ps1-2	L
ENSP00000219091	2	PF00096.25	22	Hs_ps1-2	E
ENSP00000219091	4	PF00096.25	22	Hs_ps1-2	H
ENSP00000219091	16	PF00096.25	22	Hs_ps1-2	L
ENSP00000219091	2	PF00096.25	22	Hs_ps1-2	E
ENSP00000219091	4	PF00096.25	22	Hs_ps1-2	H
ENSP00000219091	16	PF00096.25	22	Hs_ps1-2	L
ENSP00000219091	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000219091	4	PF00096.25	22	Hs_ps1-2	H
ENSP00000219091	18	PF00096.25	22	Hs_ps1-2	L
ENSP00000219091	2	PF00096.25	22	Hs_ps1-2	E
ENSP00000219091	4	PF00096.25	22	Hs_ps1-2	H
ENSP00000219091	16	PF00096.25	22	Hs_ps1-2	L
ENSP00000219091	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000219091	4	PF00096.25	22	Hs_ps1-2	H
ENSP00000219091	18	PF00096.25	22	Hs_ps1-2	L
ENSP00000219091	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000219091	4	PF00096.25	22	Hs_ps1-2	H
ENSP00000219091	18	PF00096.25	22	Hs_ps1-2	L
ENSP00000219091	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000219091	5	PF00096.25	22	Hs_ps1-2	H
ENSP00000219091	17	PF00096.25	22	Hs_ps1-2	L
ENSP00000361784	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000361784	12	PF00096.25	22	Hs_ps1-2	H
ENSP00000361784	10	PF00096.25	22	Hs_ps1-2	L
ENSP00000361784	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000361784	12	PF00096.25	22	Hs_ps1-2	H
ENSP00000361784	10	PF00096.25	22	Hs_ps1-2	L
ENSP00000361784	2	PF00096.25	22	Hs_ps1-2	E
ENSP00000361784	7	PF00096.25	22	Hs_ps1-2	H
ENSP00000361784	13	PF00096.25	22	Hs_ps1-2	L
ENSP00000361784	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000361784	5	PF00096.25	22	Hs_ps1-2	H
ENSP00000361784	17	PF00096.25	22	Hs_ps1-2	L
ENSP00000361784	2	PF00096.25	22	Hs_ps1-2	E
ENSP00000361784	10	PF00096.25	22	Hs_ps1-2	H
ENSP00000361784	10	PF00096.25	22	Hs_ps1-2	L
ENSP00000361784	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000361784	12	PF00096.25	22	Hs_ps1-2	H
ENSP00000361784	10	PF00096.25	22	Hs_ps1-2	L
ENSP00000361784	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000361784	13	PF00096.25	22	Hs_ps1-2	H
ENSP00000361784	9	PF00096.25	22	Hs_ps1-2	L
ENSP00000361784	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000361784	9	PF00096.25	22	Hs_ps1-2	H
ENSP00000361784	13	PF00096.25	22	Hs_ps1-2	L
ENSP00000309606	0	PF00096.25	21	Hs_ps1-2	E
ENSP00000309606	6	PF00096.25	21	Hs_ps1-2	H
ENSP00000309606	15	PF00096.25	21	Hs_ps1-2	L
ENSP00000309606	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000309606	6	PF00096.25	22	Hs_ps1-2	H
ENSP00000309606	16	PF00096.25	22	Hs_ps1-2	L
ENSP00000309606	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000309606	7	PF00096.25	22	Hs_ps1-2	H
ENSP00000309606	15	PF00096.25	22	Hs_ps1-2	L
ENSP00000309606	0	PF00096.25	21	Hs_ps1-2	E
ENSP00000309606	6	PF00096.25	21	Hs_ps1-2	H
ENSP00000309606	15	PF00096.25	21	Hs_ps1-2	L
ENSP00000309606	0	PF00096.25	21	Hs_ps1-2	E
ENSP00000309606	7	PF00096.25	21	Hs_ps1-2	H
ENSP00000309606	14	PF00096.25	21	Hs_ps1-2	L
ENSP00000309606	0	PF00096.25	20	Hs_ps1-2	E
ENSP00000309606	9	PF00096.25	20	Hs_ps1-2	H
ENSP00000309606	11	PF00096.25	20	Hs_ps1-2	L
ENSP00000309606	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000309606	7	PF00096.25	22	Hs_ps1-2	H
ENSP00000309606	15	PF00096.25	22	Hs_ps1-2	L
ENSP00000309606	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000309606	7	PF00096.25	22	Hs_ps1-2	H
ENSP00000309606	15	PF00096.25	22	Hs_ps1-2	L
ENSP00000301215	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000301215	13	PF00096.25	22	Hs_ps1-2	H
ENSP00000301215	9	PF00096.25	22	Hs_ps1-2	L
ENSP00000301215	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000301215	8	PF00096.25	22	Hs_ps1-2	H
ENSP00000301215	14	PF00096.25	22	Hs_ps1-2	L
ENSP00000301215	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000301215	14	PF00096.25	22	Hs_ps1-2	H
ENSP00000301215	8	PF00096.25	22	Hs_ps1-2	L
ENSP00000301215	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000301215	13	PF00096.25	22	Hs_ps1-2	H
ENSP00000301215	9	PF00096.25	22	Hs_ps1-2	L
ENSP00000301215	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000301215	9	PF00096.25	22	Hs_ps1-2	H
ENSP00000301215	13	PF00096.25	22	Hs_ps1-2	L
ENSP00000326200	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000326200	13	PF00096.25	22	Hs_ps1-2	H
ENSP00000326200	9	PF00096.25	22	Hs_ps1-2	L
ENSP00000326200	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000326200	7	PF00096.25	22	Hs_ps1-2	H
ENSP00000326200	15	PF00096.25	22	Hs_ps1-2	L
ENSP00000326200	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000326200	5	PF00096.25	22	Hs_ps1-2	H
ENSP00000326200	17	PF00096.25	22	Hs_ps1-2	L
ENSP00000326200	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000326200	6	PF00096.25	22	Hs_ps1-2	H
ENSP00000326200	16	PF00096.25	22	Hs_ps1-2	L
ENSP00000326200	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000326200	11	PF00096.25	22	Hs_ps1-2	H
ENSP00000326200	11	PF00096.25	22	Hs_ps1-2	L
ENSP00000326200	0	PF00096.25	24	Hs_ps1-2	E
ENSP00000326200	9	PF00096.25	24	Hs_ps1-2	H
ENSP00000326200	15	PF00096.25	24	Hs_ps1-2	L
ENSP00000326200	0	PF00096.25	21	Hs_ps1-2	E
ENSP00000326200	15	PF00096.25	21	Hs_ps1-2	H
ENSP00000326200	6	PF00096.25	21	Hs_ps1-2	L
ENSP00000326200	0	PF00096.25	23	Hs_ps1-2	E
ENSP00000326200	11	PF00096.25	23	Hs_ps1-2	H
ENSP00000326200	12	PF00096.25	23	Hs_ps1-2	L
ENSP00000320188	0	PF00096.25	21	Hs_ps1-2	E
ENSP00000320188	13	PF00096.25	21	Hs_ps1-2	H
ENSP00000320188	8	PF00096.25	21	Hs_ps1-2	L
ENSP00000320188	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000320188	10	PF00096.25	22	Hs_ps1-2	H
ENSP00000320188	12	PF00096.25	22	Hs_ps1-2	L
ENSP00000320188	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000320188	13	PF00096.25	22	Hs_ps1-2	H
ENSP00000320188	9	PF00096.25	22	Hs_ps1-2	L
ENSP00000320188	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000320188	10	PF00096.25	22	Hs_ps1-2	H
ENSP00000320188	12	PF00096.25	22	Hs_ps1-2	L
ENSP00000320188	0	PF00096.25	20	Hs_ps1-2	E
ENSP00000320188	9	PF00096.25	20	Hs_ps1-2	H
ENSP00000320188	11	PF00096.25	20	Hs_ps1-2	L
ENSP00000320188	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000320188	10	PF00096.25	22	Hs_ps1-2	H
ENSP00000320188	12	PF00096.25	22	Hs_ps1-2	L
ENSP00000320188	0	PF00096.25	20	Hs_ps1-2	E
ENSP00000320188	8	PF00096.25	20	Hs_ps1-2	H
ENSP00000320188	12	PF00096.25	20	Hs_ps1-2	L
ENSP00000331927	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000331927	13	PF00096.25	22	Hs_ps1-2	H
ENSP00000331927	9	PF00096.25	22	Hs_ps1-2	L
ENSP00000331927	0	PF00096.25	19	Hs_ps1-2	E
ENSP00000331927	9	PF00096.25	19	Hs_ps1-2	H
ENSP00000331927	10	PF00096.25	19	Hs_ps1-2	L
ENSP00000331927	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000331927	14	PF00096.25	22	Hs_ps1-2	H
ENSP00000331927	8	PF00096.25	22	Hs_ps1-2	L
ENSP00000331927	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000331927	9	PF00096.25	22	Hs_ps1-2	H
ENSP00000331927	13	PF00096.25	22	Hs_ps1-2	L
ENSP00000331927	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000331927	12	PF00096.25	22	Hs_ps1-2	H
ENSP00000331927	10	PF00096.25	22	Hs_ps1-2	L
ENSP00000331927	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000331927	5	PF00096.25	22	Hs_ps1-2	H
ENSP00000331927	17	PF00096.25	22	Hs_ps1-2	L
ENSP00000331927	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000331927	10	PF00096.25	22	Hs_ps1-2	H
ENSP00000331927	12	PF00096.25	22	Hs_ps1-2	L
ENSP00000351530	2	PF00096.25	24	Hs_ps1-2	E
ENSP00000351530	7	PF00096.25	24	Hs_ps1-2	H
ENSP00000351530	15	PF00096.25	24	Hs_ps1-2	L
ENSP00000351530	2	PF00096.25	24	Hs_ps1-2	E
ENSP00000351530	6	PF00096.25	24	Hs_ps1-2	H
ENSP00000351530	16	PF00096.25	24	Hs_ps1-2	L
ENSP00000351530	5	PF00096.25	22	Hs_ps1-2	E
ENSP00000351530	4	PF00096.25	22	Hs_ps1-2	H
ENSP00000351530	13	PF00096.25	22	Hs_ps1-2	L
ENSP00000351530	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000351530	7	PF00096.25	22	Hs_ps1-2	H
ENSP00000351530	15	PF00096.25	22	Hs_ps1-2	L
ENSP00000351530	0	PF00096.25	24	Hs_ps1-2	E
ENSP00000351530	12	PF00096.25	24	Hs_ps1-2	H
ENSP00000351530	12	PF00096.25	24	Hs_ps1-2	L
ENSP00000347730	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000347730	8	PF00096.25	22	Hs_ps1-2	H
ENSP00000347730	14	PF00096.25	22	Hs_ps1-2	L
ENSP00000347730	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000347730	7	PF00096.25	22	Hs_ps1-2	H
ENSP00000347730	15	PF00096.25	22	Hs_ps1-2	L
ENSP00000347730	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000347730	13	PF00096.25	22	Hs_ps1-2	H
ENSP00000347730	9	PF00096.25	22	Hs_ps1-2	L
ENSP00000347730	0	PF00096.25	21	Hs_ps1-2	E
ENSP00000347730	15	PF00096.25	21	Hs_ps1-2	H
ENSP00000347730	6	PF00096.25	21	Hs_ps1-2	L
ENSP00000347730	0	PF00096.25	20	Hs_ps1-2	E
ENSP00000347730	6	PF00096.25	20	Hs_ps1-2	H
ENSP00000347730	14	PF00096.25	20	Hs_ps1-2	L
ENSP00000219478	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000219478	4	PF00096.25	22	Hs_ps1-2	H
ENSP00000219478	18	PF00096.25	22	Hs_ps1-2	L
ENSP00000219478	2	PF00096.25	22	Hs_ps1-2	E
ENSP00000219478	4	PF00096.25	22	Hs_ps1-2	H
ENSP00000219478	16	PF00096.25	22	Hs_ps1-2	L
ENSP00000219478	2	PF00096.25	22	Hs_ps1-2	E
ENSP00000219478	4	PF00096.25	22	Hs_ps1-2	H
ENSP00000219478	16	PF00096.25	22	Hs_ps1-2	L
ENSP00000219478	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000219478	4	PF00096.25	22	Hs_ps1-2	H
ENSP00000219478	18	PF00096.25	22	Hs_ps1-2	L
ENSP00000219478	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000219478	4	PF00096.25	22	Hs_ps1-2	H
ENSP00000219478	18	PF00096.25	22	Hs_ps1-2	L
ENSP00000362127	2	PF00096.25	24	Hs_ps1-2	E
ENSP00000362127	4	PF00096.25	24	Hs_ps1-2	H
ENSP00000362127	18	PF00096.25	24	Hs_ps1-2	L
ENSP00000362127	7	PF00096.25	24	Hs_ps1-2	E
ENSP00000362127	0	PF00096.25	24	Hs_ps1-2	H
ENSP00000362127	17	PF00096.25	24	Hs_ps1-2	L
ENSP00000362127	0	PF00096.25	24	Hs_ps1-2	E
ENSP00000362127	5	PF00096.25	24	Hs_ps1-2	H
ENSP00000362127	19	PF00096.25	24	Hs_ps1-2	L
ENSP00000362127	5	PF00096.25	24	Hs_ps1-2	E
ENSP00000362127	4	PF00096.25	24	Hs_ps1-2	H
ENSP00000362127	15	PF00096.25	24	Hs_ps1-2	L
ENSP00000362127	5	PF00096.25	24	Hs_ps1-2	E
ENSP00000362127	4	PF00096.25	24	Hs_ps1-2	H
ENSP00000362127	15	PF00096.25	24	Hs_ps1-2	L
ENSP00000362127	7	PF00096.25	24	Hs_ps1-2	E
ENSP00000362127	0	PF00096.25	24	Hs_ps1-2	H
ENSP00000362127	17	PF00096.25	24	Hs_ps1-2	L
ENSP00000020945	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000020945	13	PF00096.25	22	Hs_ps1-2	H
ENSP00000020945	9	PF00096.25	22	Hs_ps1-2	L
ENSP00000020945	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000020945	14	PF00096.25	22	Hs_ps1-2	H
ENSP00000020945	8	PF00096.25	22	Hs_ps1-2	L
ENSP00000020945	0	PF00096.25	21	Hs_ps1-2	E
ENSP00000020945	13	PF00096.25	21	Hs_ps1-2	H
ENSP00000020945	8	PF00096.25	21	Hs_ps1-2	L
ENSP00000020945	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000020945	13	PF00096.25	22	Hs_ps1-2	H
ENSP00000020945	9	PF00096.25	22	Hs_ps1-2	L
ENSP00000020945	0	PF00096.25	18	Hs_ps1-2	E
ENSP00000020945	8	PF00096.25	18	Hs_ps1-2	H
ENSP00000020945	10	PF00096.25	18	Hs_ps1-2	L
ENSP00000398798	0	PF00096.25	19	Hs_ps1-2	E
ENSP00000398798	4	PF00096.25	19	Hs_ps1-2	H
ENSP00000398798	15	PF00096.25	19	Hs_ps1-2	L
ENSP00000398798	0	PF00096.25	23	Hs_ps1-2	E
ENSP00000398798	9	PF00096.25	23	Hs_ps1-2	H
ENSP00000398798	14	PF00096.25	23	Hs_ps1-2	L
ENSP00000398798	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000398798	9	PF00096.25	22	Hs_ps1-2	H
ENSP00000398798	13	PF00096.25	22	Hs_ps1-2	L
ENSP00000349503	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000349503	13	PF00096.25	22	Hs_ps1-2	H
ENSP00000349503	9	PF00096.25	22	Hs_ps1-2	L
ENSP00000349503	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000349503	13	PF00096.25	22	Hs_ps1-2	H
ENSP00000349503	9	PF00096.25	22	Hs_ps1-2	L
ENSP00000349503	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000349503	10	PF00096.25	22	Hs_ps1-2	H
ENSP00000349503	12	PF00096.25	22	Hs_ps1-2	L
ENSP00000349503	0	PF00096.25	23	Hs_ps1-2	E
ENSP00000349503	14	PF00096.25	23	Hs_ps1-2	H
ENSP00000349503	9	PF00096.25	23	Hs_ps1-2	L
ENSP00000246104	0	PF00096.25	21	Hs_ps1-2	E
ENSP00000246104	11	PF00096.25	21	Hs_ps1-2	H
ENSP00000246104	10	PF00096.25	21	Hs_ps1-2	L
ENSP00000246104	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000246104	14	PF00096.25	22	Hs_ps1-2	H
ENSP00000246104	8	PF00096.25	22	Hs_ps1-2	L
ENSP00000246104	0	PF00096.25	20	Hs_ps1-2	E
ENSP00000246104	7	PF00096.25	20	Hs_ps1-2	H
ENSP00000246104	13	PF00096.25	20	Hs_ps1-2	L
ENSP00000385319	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000385319	10	PF00096.25	22	Hs_ps1-2	H
ENSP00000385319	12	PF00096.25	22	Hs_ps1-2	L
ENSP00000385319	2	PF00096.25	22	Hs_ps1-2	E
ENSP00000385319	4	PF00096.25	22	Hs_ps1-2	H
ENSP00000385319	16	PF00096.25	22	Hs_ps1-2	L
ENSP00000385319	2	PF00096.25	22	Hs_ps1-2	E
ENSP00000385319	4	PF00096.25	22	Hs_ps1-2	H
ENSP00000385319	16	PF00096.25	22	Hs_ps1-2	L
ENSP00000385319	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000385319	6	PF00096.25	22	Hs_ps1-2	H
ENSP00000385319	16	PF00096.25	22	Hs_ps1-2	L
ENSP00000351883	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000351883	4	PF00096.25	22	Hs_ps1-2	H
ENSP00000351883	18	PF00096.25	22	Hs_ps1-2	L
ENSP00000351883	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000351883	10	PF00096.25	22	Hs_ps1-2	H
ENSP00000351883	12	PF00096.25	22	Hs_ps1-2	L
ENSP00000351883	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000351883	4	PF00096.25	22	Hs_ps1-2	H
ENSP00000351883	18	PF00096.25	22	Hs_ps1-2	L
ENSP00000351883	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000351883	4	PF00096.25	22	Hs_ps1-2	H
ENSP00000351883	18	PF00096.25	22	Hs_ps1-2	L
ENSP00000351883	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000351883	7	PF00096.25	22	Hs_ps1-2	H
ENSP00000351883	15	PF00096.25	22	Hs_ps1-2	L
ENSP00000414657	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000414657	9	PF00096.25	22	Hs_ps1-2	H
ENSP00000414657	13	PF00096.25	22	Hs_ps1-2	L
ENSP00000414657	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000414657	11	PF00096.25	22	Hs_ps1-2	H
ENSP00000414657	11	PF00096.25	22	Hs_ps1-2	L
ENSP00000414657	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000414657	10	PF00096.25	22	Hs_ps1-2	H
ENSP00000414657	12	PF00096.25	22	Hs_ps1-2	L
ENSP00000414657	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000414657	9	PF00096.25	22	Hs_ps1-2	H
ENSP00000414657	13	PF00096.25	22	Hs_ps1-2	L
ENSP00000414657	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000414657	10	PF00096.25	22	Hs_ps1-2	H
ENSP00000414657	12	PF00096.25	22	Hs_ps1-2	L
ENSP00000405786	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000405786	4	PF00096.25	22	Hs_ps1-2	H
ENSP00000405786	18	PF00096.25	22	Hs_ps1-2	L
ENSP00000405786	2	PF00096.25	22	Hs_ps1-2	E
ENSP00000405786	4	PF00096.25	22	Hs_ps1-2	H
ENSP00000405786	16	PF00096.25	22	Hs_ps1-2	L
ENSP00000405786	4	PF00096.25	22	Hs_ps1-2	E
ENSP00000405786	0	PF00096.25	22	Hs_ps1-2	H
ENSP00000405786	18	PF00096.25	22	Hs_ps1-2	L
ENSP00000419153	3	PF00096.25	22	Hs_ps1-2	E
ENSP00000419153	3	PF00096.25	22	Hs_ps1-2	H
ENSP00000419153	16	PF00096.25	22	Hs_ps1-2	L
ENSP00000419153	2	PF00096.25	22	Hs_ps1-2	E
ENSP00000419153	4	PF00096.25	22	Hs_ps1-2	H
ENSP00000419153	16	PF00096.25	22	Hs_ps1-2	L
ENSP00000419153	6	PF00096.25	22	Hs_ps1-2	E
ENSP00000419153	0	PF00096.25	22	Hs_ps1-2	H
ENSP00000419153	16	PF00096.25	22	Hs_ps1-2	L
ENSP00000419153	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000419153	5	PF00096.25	22	Hs_ps1-2	H
ENSP00000419153	17	PF00096.25	22	Hs_ps1-2	L
ENSP00000419153	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000419153	5	PF00096.25	22	Hs_ps1-2	H
ENSP00000419153	17	PF00096.25	22	Hs_ps1-2	L
ENSP00000325546	2	PF00096.25	23	Hs_ps1-2	E
ENSP00000325546	5	PF00096.25	23	Hs_ps1-2	H
ENSP00000325546	16	PF00096.25	23	Hs_ps1-2	L
ENSP00000325546	2	PF00096.25	22	Hs_ps1-2	E
ENSP00000325546	11	PF00096.25	22	Hs_ps1-2	H
ENSP00000325546	9	PF00096.25	22	Hs_ps1-2	L
ENSP00000325546	2	PF00096.25	22	Hs_ps1-2	E
ENSP00000325546	9	PF00096.25	22	Hs_ps1-2	H
ENSP00000325546	11	PF00096.25	22	Hs_ps1-2	L
ENSP00000325546	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000325546	7	PF00096.25	22	Hs_ps1-2	H
ENSP00000325546	15	PF00096.25	22	Hs_ps1-2	L
ENSP00000302770	0	PF00096.25	21	Hs_ps1-2	E
ENSP00000302770	7	PF00096.25	21	Hs_ps1-2	H
ENSP00000302770	14	PF00096.25	21	Hs_ps1-2	L
ENSP00000302770	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000302770	6	PF00096.25	22	Hs_ps1-2	H
ENSP00000302770	16	PF00096.25	22	Hs_ps1-2	L
ENSP00000302770	0	PF00096.25	20	Hs_ps1-2	E
ENSP00000302770	11	PF00096.25	20	Hs_ps1-2	H
ENSP00000302770	9	PF00096.25	20	Hs_ps1-2	L
ENSP00000302770	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000302770	10	PF00096.25	22	Hs_ps1-2	H
ENSP00000302770	12	PF00096.25	22	Hs_ps1-2	L
ENSP00000468984	0	PF00096.25	21	Hs_ps1-2	E
ENSP00000468984	4	PF00096.25	21	Hs_ps1-2	H
ENSP00000468984	17	PF00096.25	21	Hs_ps1-2	L
ENSP00000468984	0	PF00096.25	21	Hs_ps1-2	E
ENSP00000468984	4	PF00096.25	21	Hs_ps1-2	H
ENSP00000468984	17	PF00096.25	21	Hs_ps1-2	L
ENSP00000468984	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000468984	5	PF00096.25	22	Hs_ps1-2	H
ENSP00000468984	17	PF00096.25	22	Hs_ps1-2	L
ENSP00000363804	4	PF00096.25	24	Hs_ps1-2	E
ENSP00000363804	0	PF00096.25	24	Hs_ps1-2	H
ENSP00000363804	20	PF00096.25	24	Hs_ps1-2	L
ENSP00000363804	6	PF00096.25	24	Hs_ps1-2	E
ENSP00000363804	0	PF00096.25	24	Hs_ps1-2	H
ENSP00000363804	18	PF00096.25	24	Hs_ps1-2	L
ENSP00000363804	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000363804	6	PF00096.25	22	Hs_ps1-2	H
ENSP00000363804	16	PF00096.25	22	Hs_ps1-2	L
ENSP00000318057	0	PF00096.25	23	Hs_ps1-2	E
ENSP00000318057	4	PF00096.25	23	Hs_ps1-2	H
ENSP00000318057	19	PF00096.25	23	Hs_ps1-2	L
ENSP00000318057	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000318057	7	PF00096.25	22	Hs_ps1-2	H
ENSP00000318057	15	PF00096.25	22	Hs_ps1-2	L
ENSP00000318057	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000318057	6	PF00096.25	22	Hs_ps1-2	H
ENSP00000318057	16	PF00096.25	22	Hs_ps1-2	L
ENSP00000307023	2	PF00096.25	24	Hs_ps1-2	E
ENSP00000307023	9	PF00096.25	24	Hs_ps1-2	H
ENSP00000307023	13	PF00096.25	24	Hs_ps1-2	L
ENSP00000307023	0	PF00096.25	24	Hs_ps1-2	E
ENSP00000307023	6	PF00096.25	24	Hs_ps1-2	H
ENSP00000307023	18	PF00096.25	24	Hs_ps1-2	L
ENSP00000307023	0	PF00096.25	22	Hs_ps1-2	E
ENSP00000307023	5	PF00096.25	22	Hs_ps1-2	H
ENSP00000307023	17	PF00096.25	22	Hs_ps1-2	L
ENSP00000331327	0	PF00096.25	24	Hs_ps1-2	E
ENSP00000331327	4	PF00096.25	24	Hs_ps1-2	H
ENSP00000331327	20	PF00096.25	24	Hs_ps1-2	L
ENSP00000331327	3	PF00096.25	22	Hs_ps1-2	E
ENSP00000331327	3	PF00096.25	22	Hs_ps1-2	H
ENSP00000331327	16	PF00096.25	22	Hs_ps1-2	L
ENSP00000445477	0	PF00096.25	22	Hs_ps1-2	E
