protein	age	num_domains	total_domain_length	protein_length
None_protein680513	Hs_igen	0	0	61
ENSP00000354963	Hs_ps1-2	2	283	466
Hs_rnd_gnm5_839671	Hs_rand	0	0	65
None_protein496518	Hs_igen	0	0	74
Hs_rnd_gnm9_1061382	Hs_rand	0	0	57
None_protein514550	Hs_igen	0	0	77
None_protein1013517	Hs_igen	0	0	96
ENSP00000467290	Hs_ps1-2	2	432	888
Raj_Hs_2728	Hs_ps31	0	0	43
ENSP00000355388	Hs_ps1-2	7	196	860
ENSP00000397925	Hs_ps1-2	5	717	975
ENSP00000480626	Hs_ps1-2	0	0	1177
ENSP00000330596	Hs_ps1-2	1	78	364
Hs_JP201901_262	Hs_ps31	0	0	45
ENSP00000491011	Hs_ps20-21	0	0	127
ENSP00000260443	Hs_ps1-2	1	64	163
ENSP00000260442	Hs_ps13-17	1	114	204
Hs_JP201901_265	Hs_ps31	0	0	76
ENSP00000331849	Hs_ps1-2	1	30	138
Hs_JP201901_269	Hs_ps31	0	0	50
Hs_JP201901_268	Hs_ps31	0	0	57
ENSP00000263620	Hs_ps1-2	1	85	593
Hs_rnd_gnm10_1197278	Hs_rand	0	0	83
ENSP00000262622	Hs_ps1-2	1	234	424
Hs_rnd_gnm10_1029626	Hs_rand	0	0	62
None_protein466847	Hs_igen	0	0	53
ENSP00000400997	Hs_ps1-2	24	348	642
Hs_JP201901_128	Hs_ps31	0	0	57
Hs_JP201901_129	Hs_ps20-21	0	0	131
Hs_JP201901_121	Hs_ps31	0	0	58
Hs_JP201901_122	Hs_ps1-2	0	0	202
Hs_JP201901_123	Hs_ps31	0	0	129
Hs_JP201901_125	Hs_ps31	0	0	63
Hs_JP201901_126	Hs_ps20-21	0	0	96
Hs_JP201901_127	Hs_ps20-21	0	0	103
ENSP00000260191	Hs_ps1-2	2	291	441
None_protein862317	Hs_igen	0	0	40
ENSP00000334650	Hs_ps1-2	2	129	384
Hs_rnd_gnm5_100798	Hs_rand	0	0	44
ENSP00000369453	Hs_ps1-2	5	229	389
None_protein1248000	Hs_igen	0	0	60
ENSP00000225474	Hs_ps13-17	1	151	207
Raj_Hs_2232	Hs_ps31	0	0	41
Hs_rnd_gnm1_1001546	Hs_rand	0	0	98
Hs_rnd_gnm2_1282799	Hs_rand	0	0	41
Hs_rnd_gnm1_651968	Hs_rand	0	0	42
None_protein1049183	Hs_igen	0	0	45
Hs_rnd_gnm10_1120417	Hs_rand	0	0	41
vdp2013_S4_408	Hs_ps31	0	0	55
vdp2013_S4_401	Hs_ps31	0	0	40
vdp2013_S4_400	Hs_ps20-21	0	0	87
vdp2013_S4_403	Hs_ps31	0	0	71
vdp2013_S4_402	Hs_ps31	0	0	53
vdp2013_S4_405	Hs_ps31	0	0	62
vdp2013_S4_404	Hs_ps31	0	0	41
vdp2013_S4_407	Hs_ps31	0	0	139
vdp2013_S4_406	Hs_ps31	0	0	46
None_protein1243582	Hs_igen	0	0	77
ENSP00000247270	Hs_ps13-17	1	226	259
Hs_rnd_gnm2_448746	Hs_rand	0	0	54
Hs_rnd_gnm2_1114537	Hs_rand	0	0	59
ENSP00000326330	Hs_ps1-2	11	988	1976
ENSP00000435714	Hs_ps1-2	1	104	218
ENSP00000359446	Hs_ps1-2	3	369	458
ENSP00000492098	Hs_ps1-2	1	258	437
Hs_rnd_gnm2_699517	Hs_rand	0	0	56
None_protein857487	Hs_igen	0	0	55
None_protein857952	Hs_igen	0	0	41
None_protein847525	Hs_igen	0	0	332
None_protein2217	Hs_igen	0	0	61
Hs_rnd_gnm10_1110814	Hs_rand	0	0	55
None_protein51477	Hs_igen	0	0	54
None_protein985620	Hs_igen	0	0	71
vdp2013_S4_1134	Hs_ps31	0	0	59
Hs_rnd_gnm1_1127005	Hs_rand	0	0	152
vdp2013_S4_1131	Hs_ps31	0	0	50
Hs_rnd_gnm1_439989	Hs_rand	0	0	41
vdp2013_S4_1133	Hs_ps31	0	0	41
vdp2013_S4_1132	Hs_ps31	0	0	41
Hs_rnd_gnm10_254561	Hs_rand	0	0	88
Hs_rnd_gnm3_693826	Hs_rand	0	0	93
vdp2013_S4_1139	Hs_ps31	0	0	41
vdp2013_S4_1138	Hs_ps31	0	0	144
ENSP00000261486	Hs_ps1-2	4	298	686
None_protein540579	Hs_igen	0	0	43
ENSP00000428635	Hs_ps1-2	0	0	345
None_protein77424	Hs_igen	0	0	48
ENSP00000361646	Hs_ps1-2	1	37	365
ENSP00000385717	Hs_ps1-2	3	304	1288
ENSP00000323184	Hs_ps1-2	1	417	984
None_protein548777	Hs_igen	0	0	43
Hs_rnd_gnm3_1150945	Hs_rand	0	0	41
ENSP00000258772	Hs_ps1-2	3	312	547
ENSP00000360147	Hs_ps1-2	4	556	674
ENSP00000358716	Hs_ps1-2	3	270	824
Hs_rnd_gnm1_1142935	Hs_rand	0	0	59
ENSP00000333639	Hs_ps13-17	1	158	200
None_protein56121	Hs_igen	0	0	40
Hs_rnd_gnm7_579802	Hs_rand	0	0	62
None_protein727369	Hs_igen	0	0	76
Hs_rnd_gnm4_607785	Hs_rand	0	0	46
None_protein723479	Hs_igen	0	0	55
Hs_rnd_gnm4_744969	Hs_rand	0	0	59
vdp2013_S4_1011	Hs_ps31	0	0	94
None_protein1196748	Hs_igen	0	0	146
Hs_JP201901_89	Hs_ps31	0	0	49
Hs_rnd_gnm2_818874	Hs_rand	0	0	55
ENSP00000324203	Hs_ps1-2	2	60	548
Hs_JP201901_80	Hs_ps31	0	0	64
Hs_JP201901_86	Hs_ps31	0	0	62
None_protein1275155	Hs_igen	0	0	55
Hs_JP201901_84	Hs_ps31	0	0	86
Hs_JP201901_85	Hs_ps31	0	0	62
Hs_rnd_gnm8_258797	Hs_rand	0	0	50
Hs_rnd_gnm7_205460	Hs_rand	0	0	46
Raj_Hs_504	Hs_ps31	0	0	122
ENSP00000422644	Hs_ps1-2	1	66	88
ENSP00000428675	Hs_ps1-2	1	61	224
None_protein845318	Hs_igen	0	0	40
ENSP00000308622	Hs_ps1-2	1	238	698
ENSP00000287295	Hs_ps1-2	3	453	613
ENSP00000338964	Hs_ps1-2	1	498	662
ENSP00000251166	Hs_ps1-2	8	347	925
Hs_rnd_gnm4_372593	Hs_rand	0	0	40
Hs_rnd_gnm5_420521	Hs_rand	0	0	43
Hs_rnd_gnm9_916521	Hs_rand	0	0	64
ENSP00000300030	Hs_ps1-2	1	66	160
Hs_rnd_gnm4_788516	Hs_rand	0	0	153
Hs_rnd_gnm4_395241	Hs_rand	0	0	72
Hs_rnd_gnm1_735296	Hs_rand	0	0	41
None_protein1141358	Hs_igen	0	0	95
ENSP00000365576	Hs_ps1-2	3	106	589
Hs_rnd_gnm3_5015	Hs_rand	0	0	53
Hs_rnd_gnm10_840968	Hs_rand	0	0	51
Hs_rnd_gnm4_186704	Hs_rand	0	0	46
None_protein186661	Hs_igen	1	62	67
ENSP00000269159	Hs_ps1-2	1	262	288
None_protein833321	Hs_igen	0	0	40
None_protein434117	Hs_igen	0	0	86
Hs_rnd_gnm4_859226	Hs_rand	0	0	42
ENSP00000265838	Hs_ps1-2	3	375	427
None_protein681922	Hs_igen	0	0	44
ENSP00000436423	Hs_ps13-17	0	0	172
Raj_Hs_411	Hs_ps31	0	0	84
ENSP00000304283	Hs_ps1-2	3	175	192
Baz_Hs_17	Hs_ps31	0	0	67
None_protein1023787	Hs_igen	0	0	68
Baz_Hs_10	Hs_ps31	0	0	59
Hs_rnd_gnm6_275595	Hs_rand	0	0	50
None_protein1023254	Hs_igen	0	0	87
Hs_rnd_gnm9_273554	Hs_rand	0	0	40
Raj_Hs_146	Hs_ps31	0	0	149
Hs_rnd_gnm5_1143382	Hs_rand	0	0	97
Hs_rnd_gnm8_1003456	Hs_rand	0	0	73
ENSP00000337466	Hs_ps20-21	0	0	89
Raj_Hs_2391	Hs_ps31	0	0	55
ENSP00000423276	Hs_ps1-2	1	36	192
ENSP00000337461	Hs_ps1-2	4	61	334
ENSP00000411084	Hs_ps1-2	21	330	643
ENSP00000314223	Hs_ps13-17	1	287	384
Hs_rnd_gnm2_954777	Hs_rand	0	0	53
Raj_Hs_1840	Hs_ps31	0	0	51
Raj_Hs_1842	Hs_ps31	0	0	68
None_protein1218104	Hs_igen	0	0	114
Raj_Hs_1847	Hs_ps31	0	0	89
ENSP00000291890	Hs_ps13-17	0	0	304
ENSP00000311218	Hs_ps13-17	0	0	147
None_protein340055	Hs_igen	0	0	57
ENSP00000406909	Hs_ps1-2	2	235	292
None_protein599392	Hs_igen	0	0	416
ENSP00000382000	Hs_ps20-21	0	0	281
ENSP00000288098	Hs_ps13-17	1	155	242
Hs_rnd_gnm10_1154592	Hs_rand	0	0	113
Hs_rnd_gnm4_1131111	Hs_rand	0	0	110
Hs_rnd_gnm10_1188113	Hs_rand	0	0	55
ENSP00000390783	Hs_ps1-2	1	591	642
Hs_rnd_gnm5_314105	Hs_rand	0	0	64
Hs_rnd_gnm10_539823	Hs_rand	0	0	56
ENSP00000392318	Hs_ps1-2	3	82	782
Hs_rnd_gnm8_100907	Hs_rand	0	0	57
ENSP00000291231	Hs_ps1-2	3	274	321
ENSP00000291232	Hs_ps20-21	1	29	184
ENSP00000345270	Hs_ps1-2	1	153	533
Hs_rnd_gnm9_1075348	Hs_rand	0	0	117
None_protein249389	Hs_igen	0	0	45
Hs_rnd_gnm3_1239495	Hs_rand	0	0	57
Hs_JP201901_487	Hs_ps31	0	0	47
Raj_Hs_1667	Hs_ps31	0	0	90
Raj_Hs_1660	Hs_ps31	0	0	119
Raj_Hs_568	Hs_ps31	0	0	57
Hs_rnd_gnm1_907860	Hs_rand	0	0	71
Raj_Hs_564	Hs_ps31	0	0	45
Hs_rnd_gnm5_956405	Hs_rand	0	0	69
Raj_Hs_563	Hs_ps31	0	0	42
Hs_JP201901_488	Hs_ps31	0	0	55
vdp2013_S4_348	Hs_ps31	0	0	43
vdp2013_S4_349	Hs_ps31	0	0	60
ENSP00000359385	Hs_ps1-2	1	559	594
ENSP00000359384	Hs_ps20-21	1	85	149
vdp2013_S4_614	Hs_ps31	0	0	55
vdp2013_S4_615	Hs_ps31	0	0	165
vdp2013_S4_616	Hs_ps31	0	0	68
vdp2013_S4_341	Hs_ps31	0	0	48
vdp2013_S4_347	Hs_ps31	0	0	75
vdp2013_S4_612	Hs_ps31	0	0	101
Hs_rnd_gnm4_760345	Hs_rand	0	0	59
Hs_rnd_gnm4_828469	Hs_rand	0	0	63
Hs_rnd_gnm5_1299503	Hs_rand	0	0	84
Hs_rnd_gnm5_353787	Hs_rand	0	0	40
ENSP00000315615	Hs_ps13-17	1	26	427
ENSP00000315614	Hs_ps20-21	1	173	374
Raj_Hs_1617	Hs_ps31	0	0	83
Hs_rnd_gnm8_150608	Hs_rand	0	0	48
Hs_rnd_gnm1_141570	Hs_rand	0	0	60
ENSP00000231461	Hs_ps1-2	1	257	359
ENSP00000305255	Hs_ps1-2	1	52	236
None_protein698826	Hs_igen	0	0	167
None_protein724958	Hs_igen	0	0	40
None_protein728607	Hs_igen	0	0	48
None_protein643682	Hs_igen	0	0	56
None_protein314576	Hs_igen	0	0	79
Hs_rnd_gnm5_202849	Hs_rand	0	0	59
Hs_rnd_gnm4_481911	Hs_rand	0	0	60
Hs_rnd_gnm6_610777	Hs_rand	0	0	67
Raj_Hs_2202	Hs_ps31	0	0	52
ENSP00000398789	Hs_ps1-2	4	529	957
ENSP00000485583	Hs_ps31	0	0	140
Hs_rnd_gnm6_1295419	Hs_rand	0	0	42
Hs_rnd_gnm1_58072	Hs_rand	0	0	46
Raj_Hs_2759	Hs_ps20-21	0	0	41
ENSP00000328203	Hs_ps1-2	3	43	469
Raj_Hs_2206	Hs_ps31	0	0	126
Hs_rnd_gnm5_1165777	Hs_rand	0	0	86
vdp2013_S4_968	Hs_ps31	0	0	63
vdp2013_S4_969	Hs_ps31	0	0	60
vdp2013_S4_966	Hs_ps31	0	0	72
vdp2013_S4_967	Hs_ps31	0	0	45
Raj_Hs_2976	Hs_ps31	0	0	73
vdp2013_S4_962	Hs_ps31	0	0	43
vdp2013_S4_963	Hs_ps31	0	0	340
ENSP00000366135	Hs_ps1-2	3	321	885
None_protein795569	Hs_igen	0	0	49
None_protein414645	Hs_igen	0	0	88
ENSP00000265131	Hs_ps1-2	22	1461	2201
ENSP00000335074	Hs_ps13-17	2	84	117
ENSP00000305875	Hs_ps13-17	1	202	205
ENSP00000424176	Hs_ps1-2	3	131	179
ENSP00000360190	Hs_ps20-21	1	30	67
ENSP00000302393	Hs_ps1-2	2	303	381
Hs_rnd_gnm3_1272036	Hs_rand	0	0	61
Hs_rnd_gnm7_1009116	Hs_rand	0	0	50
ENSP00000325091	Hs_ps1-2	4	247	765
Hs_rnd_gnm5_459838	Hs_rand	0	0	55
Hs_rnd_gnm4_614825	Hs_rand	0	0	58
ENSP00000316152	Hs_ps13-17	2	190	197
Hs_rnd_gnm1_709103	Hs_rand	0	0	49
None_protein442422	Hs_igen	0	0	105
ENSP00000303158	Hs_ps20-21	1	76	538
Hs_rnd_gnm2_532557	Hs_rand	0	0	49
ENSP00000397039	Hs_ps13-17	0	0	139
None_protein166029	Hs_igen	0	0	85
Hs_rnd_gnm4_170653	Hs_rand	0	0	51
None_protein298661	Hs_igen	0	0	93
Hs_rnd_gnm1_1003952	Hs_rand	0	0	58
ENSP00000489910	Hs_ps1-2	4	350	582
ENSP00000310704	Hs_ps1-2	2	275	315
None_protein109505	Hs_igen	0	0	54
None_protein440368	Hs_igen	0	0	44
ENSP00000324944	Hs_ps1-2	1	307	495
Hs_rnd_gnm7_55183	Hs_rand	0	0	47
None_protein1039001	Hs_igen	0	0	42
ENSP00000480355	Hs_ps20-21	1	424	514
ENSP00000484981	Hs_ps1-2	6	617	2614
Hs_rnd_gnm6_252589	Hs_rand	0	0	92
ENSP00000222271	Hs_ps1-2	10	514	757
Hs_JP201901_247	Hs_ps31	0	0	63
None_protein918001	Hs_igen	0	0	44
Hs_JP201901_240	Hs_ps31	0	0	112
Hs_JP201901_243	Hs_ps31	0	0	50
Hs_JP201901_242	Hs_ps31	0	0	116
ENSP00000464893	Hs_ps1-2	1	25	810
Hs_rnd_gnm10_408480	Hs_rand	0	0	59
Hs_rnd_gnm9_1261554	Hs_rand	0	0	64
ENSP00000307701	Hs_ps1-2	1	243	268
ENSP00000262644	Hs_ps1-2	1	289	359
Hs_rnd_gnm3_228341	Hs_rand	0	0	50
ENSP00000343930	Hs_ps1-2	12	464	642
Hs_rnd_gnm1_10098	Hs_rand	0	0	52
ENSP00000400972	Hs_ps1-2	4	198	686
ENSP00000419242	Hs_ps1-2	0	0	376
ENSP00000229554	Hs_ps1-2	1	482	716
Hs_rnd_gnm1_1014618	Hs_rand	0	0	44
Raj_Hs_2682	Hs_ps31	0	0	41
Hs_JP201901_102	Hs_ps20-21	0	0	145
Hs_JP201901_103	Hs_ps31	0	0	43
Hs_rnd_gnm10_1245688	Hs_rand	0	0	132
ENSP00000361104	Hs_ps13-17	1	137	170
ENSP00000291934	Hs_ps13-17	1	123	177
Hs_rnd_gnm10_1151530	Hs_rand	0	0	75
ENSP00000321242	Hs_ps20-21	1	50	94
None_protein1005810	Hs_igen	0	0	40
None_protein407537	Hs_igen	0	0	85
Hs_rnd_gnm3_1123068	Hs_rand	0	0	80
ENSP00000274432	Hs_ps13-17	1	251	254
ENSP00000381290	Hs_ps1-2	1	63	121
Hs_rnd_gnm6_1103045	Hs_rand	0	0	41
Raj_Hs_2259	Hs_ps31	0	0	96
Raj_Hs_2708	Hs_ps31	0	0	42
Hs_rnd_gnm1_1055550	Hs_rand	0	0	89
ENSP00000381298	Hs_ps1-2	6	263	773
Hs_rnd_gnm8_418364	Hs_rand	0	0	69
None_protein145797	Hs_igen	0	0	67
None_protein481455	Hs_igen	0	0	48
None_protein628347	Hs_igen	0	0	80
ENSP00000229332	Hs_ps1-2	1	108	237
Hs_rnd_gnm1_949389	Hs_rand	0	0	63
ENSP00000328444	Hs_ps20-21	5	118	185
ENSP00000299300	Hs_ps1-2	1	488	535
Hs_rnd_gnm7_645507	Hs_rand	0	0	46
vdp2013_S4_422	Hs_ps31	0	0	67
None_protein1225463	Hs_igen	0	0	103
None_protein1189615	Hs_igen	0	0	48
vdp2013_S4_426	Hs_ps31	0	0	53
vdp2013_S4_425	Hs_ps31	0	0	69
vdp2013_S4_428	Hs_ps31	0	0	45
ENSP00000488984	Hs_ps20-21	2	312	324
None_protein252409	Hs_igen	0	0	56
None_protein783112	Hs_igen	0	0	72
None_protein1006135	Hs_igen	0	0	61
None_protein683875	Hs_igen	0	0	47
None_protein195872	Hs_igen	0	0	46
Hs_rnd_gnm3_3568	Hs_rand	0	0	41
ENSP00000362743	Hs_ps13-17	1	154	295
Hs_rnd_gnm10_630786	Hs_rand	0	0	56
Hs_rnd_gnm1_1204106	Hs_rand	0	0	68
None_protein1252837	Hs_igen	0	0	48
Hs_rnd_gnm7_379810	Hs_rand	0	0	46
Hs_rnd_gnm4_643285	Hs_rand	0	0	100
None_protein484664	Hs_igen	0	0	92
Raj_Hs_2877	Hs_ps31	0	0	110
ENSP00000337320	Hs_ps1-2	10	177	261
Hs_rnd_gnm5_961056	Hs_rand	0	0	65
Hs_rnd_gnm4_566689	Hs_rand	0	0	79
ENSP00000362127	Hs_ps1-2	6	144	753
vdp2013_S4_287	Hs_ps31	0	0	41
vdp2013_S4_286	Hs_ps31	0	0	49
vdp2013_S4_285	Hs_ps31	0	0	81
None_protein755624	Hs_igen	0	0	49
vdp2013_S4_283	Hs_ps31	0	0	65
vdp2013_S4_282	Hs_ps31	0	0	65
vdp2013_S4_281	Hs_ps31	0	0	47
vdp2013_S4_280	Hs_ps31	0	0	54
vdp2013_S4_289	Hs_ps31	0	0	61
None_protein1035380	Hs_igen	0	0	72
ENSP00000295131	Hs_ps1-2	4	113	633
ENSP00000329794	Hs_ps20-21	1	96	100
None_protein1086114	Hs_igen	0	0	99
None_protein820603	Hs_igen	0	0	109
None_protein480140	Hs_igen	0	0	87
None_protein535559	Hs_igen	0	0	40
ENSP00000468720	Hs_ps1-2	18	282	499
None_protein1271677	Hs_igen	0	0	81
ENSP00000265007	Hs_ps1-2	2	67	753
ENSP00000074304	Hs_ps1-2	0	0	977
None_protein821919	Hs_igen	0	0	121
Hs_rnd_gnm2_930841	Hs_rand	0	0	97
ENSP00000357088	Hs_ps1-2	3	94	150
ENSP00000258711	Hs_ps1-2	1	250	414
ENSP00000469417	Hs_ps1-2	1	220	250
Raj_Hs_910	Hs_ps31	0	0	111
ENSP00000267522	Hs_ps1-2	3	101	387
Hs_rnd_gnm4_12636	Hs_rand	0	0	80
ENSP00000402760	Hs_ps1-2	2	377	581
hsa_00181107_1	Hs_ps31	0	0	89
ENSP00000489749	Hs_ps13-17	0	0	188
Hs_rnd_gnm1_953924	Hs_rand	0	0	61
Hs_JP201901_501	Hs_ps20-21	0	0	203
ENSP00000489747	Hs_ps20-21	0	0	189
Hs_rnd_gnm9_609090	Hs_rand	0	0	54
Hs_rnd_gnm7_548761	Hs_rand	0	0	68
Hs_rnd_gnm10_137634	Hs_rand	0	0	42
Hs_rnd_gnm10_1213938	Hs_rand	0	0	56
ENSP00000335247	Hs_ps1-2	1	184	291
None_protein874403	Hs_igen	0	0	150
None_protein533525	Hs_igen	0	0	73
ENSP00000333952	Hs_ps31	1	81	118
ENSP00000375479	Hs_ps20-21	5	199	255
ENSP00000428698	Hs_ps1-2	2	101	542
ENSP00000370115	Hs_ps1-2	1	372	379
ENSP00000485216	Hs_ps13-17	0	0	138
Hs_rnd_gnm4_1117771	Hs_rand	0	0	70
Hs_rnd_gnm1_415861	Hs_rand	0	0	44
Hs_rnd_gnm6_1100189	Hs_rand	0	0	350
ENSP00000381104	Hs_ps1-2	1	543	642
ENSP00000381105	Hs_ps13-17	1	64	89
None_protein1124892	Hs_igen	0	0	41
ENSP00000251143	Hs_ps1-2	0	0	1052
ENSP00000357889	Hs_ps20-21	1	72	105
ENSP00000357880	Hs_ps1-2	1	320	334
ENSP00000356022	Hs_ps1-2	2	184	222
vdp2013_S4_552	Hs_ps31	0	0	56
None_protein1245949	Hs_igen	0	0	59
Hs_rnd_gnm2_445021	Hs_rand	0	0	57
ENSP00000454047	Hs_ps1-2	1	390	1419
Hs_rnd_gnm2_594392	Hs_rand	0	0	60
ENSP00000282026	Hs_ps1-2	6	162	196
None_protein176105	Hs_igen	0	0	58
Hs_rnd_gnm3_528441	Hs_rand	0	0	68
None_protein498225	Hs_igen	0	0	55
Hs_rnd_gnm10_897523	Hs_rand	0	0	136
ENSP00000249044	Hs_ps13-17	1	300	433
ENSP00000262301	Hs_ps1-2	2	328	567
ENSP00000325425	Hs_ps1-2	4	292	334
None_protein1186255	Hs_igen	0	0	82
Hs_rnd_gnm6_883207	Hs_rand	0	0	126
Hs_rnd_gnm6_504026	Hs_rand	0	0	50
None_protein478270	Hs_igen	0	0	41
Hs_rnd_gnm9_332308	Hs_rand	0	0	51
None_protein1130363	Hs_igen	0	0	46
ENSP00000366926	Hs_ps20-21	1	81	124
ENSP00000323867	Hs_ps1-2	3	143	340
Hs_rnd_gnm6_316493	Hs_rand	0	0	41
None_protein361870	Hs_igen	0	0	46
ENSP00000490576	Hs_ps20-21	0	0	59
ENSP00000490577	Hs_ps13-17	0	0	126
Hs_rnd_gnm3_181535	Hs_rand	0	0	48
ENSP00000303532	Hs_ps20-21	1	35	64
ENSP00000309913	Hs_ps1-2	1	180	518
Hs_rnd_gnm2_528586	Hs_rand	0	0	75
Hs_rnd_gnm3_1256758	Hs_rand	0	0	42
None_protein1166202	Hs_igen	0	0	40
Hs_rnd_gnm6_899589	Hs_rand	0	0	67
None_protein286454	Hs_igen	0	0	141
ENSP00000376410	Hs_ps1-2	4	692	1249
Hs_rnd_gnm10_863362	Hs_rand	0	0	56
None_protein1100807	Hs_igen	0	0	60
None_protein1048172	Hs_igen	0	0	46
Hs_rnd_gnm5_338141	Hs_rand	0	0	52
Raj_Hs_1907	Hs_ps31	0	0	121
ENSP00000365169	Hs_ps20-21	0	0	101
Hs_rnd_gnm1_772868	Hs_rand	0	0	99
None_protein397342	Hs_igen	0	0	54
Hs_rnd_gnm2_1123535	Hs_rand	0	0	96
Hs_rnd_gnm2_742026	Hs_rand	0	0	71
Raj_Hs_1885	Hs_ps31	0	0	58
Raj_Hs_1863	Hs_ps31	0	0	108
None_protein782184	Hs_igen	0	0	60
ENSP00000316950	Hs_ps1-2	3	204	600
Raj_Hs_1866	Hs_ps31	0	0	45
Hs_rnd_gnm3_890963	Hs_rand	0	0	44
None_protein310798	Hs_igen	0	0	45
Hs_rnd_gnm1_79218	Hs_rand	0	0	48
None_protein355231	Hs_igen	0	0	47
None_protein859922	Hs_igen	0	0	54
Raj_Hs_2113	Hs_ps31	0	0	66
None_protein805468	Hs_igen	0	0	84
Raj_Hs_2115	Hs_ps31	0	0	67
Raj_Hs_2114	Hs_ps31	0	0	50
Raj_Hs_2744	Hs_ps31	0	0	75
None_protein767900	Hs_igen	0	0	168
ENSP00000382026	Hs_ps20-21	0	0	199
Hs_rnd_gnm8_712281	Hs_rand	0	0	99
ENSP00000272542	Hs_ps1-2	1	626	679
ENSP00000329795	Hs_ps20-21	0	0	129
None_protein1182708	Hs_igen	0	0	47
ENSP00000360876	Hs_ps1-2	7	145	490
ENSP00000394842	Hs_ps1-2	1	55	217
ENSP00000491733	Hs_ps20-21	0	0	127
None_protein750875	Hs_igen	0	0	41
ENSP00000354001	Hs_ps20-21	4	129	146
Hs_rnd_gnm8_470815	Hs_rand	0	0	45
ENSP00000331581	Hs_ps13-17	0	0	197
Hs_rnd_gnm1_211813	Hs_rand	0	0	95
None_protein461514	Hs_igen	0	0	60
None_protein464569	Hs_igen	0	0	45
Hs_rnd_gnm4_338023	Hs_rand	0	0	73
Hs_JP201901_50	Hs_ps31	0	0	83
Hs_rnd_gnm4_1075349	Hs_rand	0	0	122
ENSP00000416126	Hs_ps13-17	1	44	151
ENSP00000311899	Hs_ps1-2	8	296	415
Hs_rnd_gnm7_928183	Hs_rand	0	0	57
None_protein849892	Hs_igen	0	0	56
Raj_Hs_1394	Hs_ps31	0	0	60
Raj_Hs_1395	Hs_ps31	0	0	59
None_protein282254	Hs_igen	0	0	57
Raj_Hs_1397	Hs_ps31	0	0	79
ENSP00000361712	Hs_ps20-21	1	189	358
ENSP00000361718	Hs_ps20-21	1	106	111
ENSP00000369739	Hs_ps1-2	3	222	291
ENSP00000334538	Hs_ps1-2	2	131	624
Hs_rnd_gnm3_146832	Hs_rand	0	0	112
None_protein717554	Hs_igen	0	0	44
None_protein1052487	Hs_igen	0	0	74
Hs_rnd_gnm8_1171698	Hs_rand	0	0	46
ENSP00000387176	Hs_ps1-2	14	642	1038
None_protein395265	Hs_igen	0	0	94
Hs_rnd_gnm4_1226755	Hs_rand	0	0	151
Raj_Hs_546	Hs_ps31	0	0	52
Raj_Hs_545	Hs_ps31	0	0	47
ENSP00000333184	Hs_ps1-2	2	268	312
Raj_Hs_239	Hs_ps31	0	0	68
ENSP00000299441	Hs_ps1-2	23	2044	3298
vdp2013_S4_365	Hs_ps31	0	0	82
None_protein1102450	Hs_igen	0	0	70
vdp2013_S4_367	Hs_ps31	0	0	58
vdp2013_S4_360	Hs_ps31	0	0	41
None_protein341388	Hs_igen	0	0	42
None_protein1153654	Hs_igen	0	0	150
vdp2013_S4_363	Hs_ps31	0	0	45
ENSP00000492425	Hs_ps1-2	1	121	181
vdp2013_S4_369	Hs_ps31	0	0	51
Hs_rnd_gnm5_148057	Hs_rand	0	0	45
Hs_rnd_gnm2_887613	Hs_rand	0	0	116
ENSP00000388550	Hs_ps1-2	5	41	169
ENSP00000384670	Hs_ps13-17	1	102	1709
None_protein1124392	Hs_igen	0	0	56
None_protein894719	Hs_igen	0	0	82
Hs_rnd_gnm6_753658	Hs_rand	0	0	59
ENSP00000280704	Hs_ps1-2	2	303	332
ENSP00000391641	Hs_ps1-2	25	344	833
Hs_rnd_gnm2_1165157	Hs_rand	0	0	109
None_protein1206522	Hs_igen	0	0	47
ENSP00000478995	Hs_ps13-17	2	525	646
Hs_rnd_gnm5_748563	Hs_rand	0	0	51
None_protein1254416	Hs_igen	0	0	78
ENSP00000446643	Hs_ps1-2	0	0	208
ENSP00000239316	Hs_ps20-21	0	0	139
Hs_rnd_gnm9_1163670	Hs_rand	0	0	47
ENSP00000482591	Hs_ps13-17	1	63	365
ENSP00000339004	Hs_ps1-2	1	84	489
Hs_rnd_gnm8_1196491	Hs_rand	0	0	86
Hs_rnd_gnm2_1250691	Hs_rand	0	0	75
Hs_rnd_gnm6_250219	Hs_rand	0	0	47
vdp2013_S4_874	Hs_ps31	0	0	180
ENSP00000247881	Hs_ps13-17	1	298	299
ENSP00000247883	Hs_ps13-17	1	289	299
ENSP00000365767	Hs_ps1-2	1	289	697
None_protein475269	Hs_igen	0	0	47
ENSP00000405786	Hs_ps1-2	6	66	395
Hs_rnd_gnm4_1062214	Hs_rand	0	0	110
vdp2013_S4_302	Hs_ps31	0	0	64
vdp2013_S4_948	Hs_ps31	0	0	87
None_protein957756	Hs_igen	0	0	48
ENSP00000367545	Hs_ps1-2	3	296	636
vdp2013_S4_940	Hs_ps31	0	0	61
vdp2013_S4_941	Hs_ps31	0	0	94
vdp2013_S4_942	Hs_ps31	0	0	85
vdp2013_S4_943	Hs_ps31	0	0	87
vdp2013_S4_944	Hs_ps31	0	0	54
vdp2013_S4_945	Hs_ps31	0	0	49
vdp2013_S4_946	Hs_ps31	0	0	48
vdp2013_S4_947	Hs_ps31	0	0	46
ENSP00000223023	Hs_ps1-2	4	205	505
ENSP00000332274	Hs_ps1-2	2	110	173
