protein	number_letter	stretch_num	length	group	letter
Hs_rnd_gnm10_567321	0	1	77	Hs_rand	H
Hs_rnd_gnm10_567321	37	1	77	Hs_rand	L
Hs_rnd_gnm3_901971	4	1	42	Hs_rand	E
Hs_rnd_gnm3_901971	4	1	42	Hs_rand	H
Hs_rnd_gnm3_901971	34	1	42	Hs_rand	L
Hs_rnd_gnm9_286835	20	1	48	Hs_rand	E
Hs_rnd_gnm9_286835	14	1	48	Hs_rand	H
Hs_rnd_gnm9_286835	14	1	48	Hs_rand	L
ENSP00000332772	2	1	5	Hs_ps1-2	E
ENSP00000332772	0	1	5	Hs_ps1-2	H
ENSP00000332772	3	1	5	Hs_ps1-2	L
ENSP00000332772	19	2	166	Hs_ps1-2	E
ENSP00000332772	108	2	166	Hs_ps1-2	H
ENSP00000332772	39	2	166	Hs_ps1-2	L
Hs_rnd_gnm10_25352	12	1	55	Hs_rand	E
Hs_rnd_gnm10_25352	26	1	55	Hs_rand	H
Hs_rnd_gnm10_25352	17	1	55	Hs_rand	L
ENSP00000314348	69	1	467	Hs_ps1-2	E
ENSP00000314348	218	1	467	Hs_ps1-2	H
ENSP00000314348	180	1	467	Hs_ps1-2	L
ENSP00000314348	3	2	99	Hs_ps1-2	E
ENSP00000314348	71	2	99	Hs_ps1-2	H
ENSP00000314348	25	2	99	Hs_ps1-2	L
ENSP00000314348	0	3	37	Hs_ps1-2	E
ENSP00000314348	19	3	37	Hs_ps1-2	H
ENSP00000314348	18	3	37	Hs_ps1-2	L
Hs_rnd_gnm1_1169552	40	1	112	Hs_rand	E
Hs_rnd_gnm1_1169552	14	1	112	Hs_rand	H
Hs_rnd_gnm1_1169552	58	1	112	Hs_rand	L
ENSP00000341013	6	1	209	Hs_ps13-17	E
ENSP00000341013	0	1	209	Hs_ps13-17	H
ENSP00000341013	203	1	209	Hs_ps13-17	L
ENSP00000220751	57	1	294	Hs_ps1-2	E
ENSP00000220751	97	1	294	Hs_ps1-2	H
ENSP00000220751	140	1	294	Hs_ps1-2	L
ENSP00000220751	0	2	106	Hs_ps1-2	E
ENSP00000220751	64	2	106	Hs_ps1-2	H
ENSP00000220751	42	2	106	Hs_ps1-2	L
Hs_rnd_gnm7_907973	10	1	49	Hs_rand	E
Hs_rnd_gnm7_907973	7	1	49	Hs_rand	H
Hs_rnd_gnm7_907973	32	1	49	Hs_rand	L
ENSP00000410818	53	1	306	Hs_ps1-2	E
ENSP00000410818	97	1	306	Hs_ps1-2	H
ENSP00000410818	156	1	306	Hs_ps1-2	L
ENSP00000278935	11	1	1285	Hs_ps1-2	E
ENSP00000278935	1204	1	1285	Hs_ps1-2	H
ENSP00000278935	70	1	1285	Hs_ps1-2	L
ENSP00000278935	7	2	107	Hs_ps1-2	E
ENSP00000278935	32	2	107	Hs_ps1-2	H
ENSP00000278935	68	2	107	Hs_ps1-2	L
Hs_rnd_gnm1_543070	28	1	94	Hs_rand	E
Hs_rnd_gnm1_543070	37	1	94	Hs_rand	H
Hs_rnd_gnm1_543070	29	1	94	Hs_rand	L
Hs_rnd_gnm6_1167168	18	1	102	Hs_rand	E
Hs_rnd_gnm6_1167168	6	1	102	Hs_rand	H
Hs_rnd_gnm6_1167168	78	1	102	Hs_rand	L
ENSP00000444896	0	1	1160	Hs_ps13-17	E
ENSP00000444896	0	1	1160	Hs_ps13-17	H
ENSP00000444896	1160	1	1160	Hs_ps13-17	L
Hs_rnd_gnm10_130372	28	1	71	Hs_rand	E
Hs_rnd_gnm10_130372	20	1	71	Hs_rand	H
Hs_rnd_gnm10_130372	23	1	71	Hs_rand	L
None_protein150224	10	1	83	Hs_igen	E
None_protein150224	30	1	83	Hs_igen	H
None_protein150224	43	1	83	Hs_igen	L
Hs_rnd_gnm3_14384	5	1	49	Hs_rand	E
Hs_rnd_gnm3_14384	30	1	49	Hs_rand	H
Hs_rnd_gnm3_14384	14	1	49	Hs_rand	L
ENSP00000350716	0	1	167	Hs_ps13-17	E
ENSP00000350716	157	1	167	Hs_ps13-17	H
ENSP00000350716	10	1	167	Hs_ps13-17	L
ENSP00000215794	0	1	27	Hs_ps1-2	E
ENSP00000215794	17	1	27	Hs_ps1-2	H
ENSP00000215794	10	1	27	Hs_ps1-2	L
ENSP00000215794	69	2	310	Hs_ps1-2	E
ENSP00000215794	76	2	310	Hs_ps1-2	H
ENSP00000215794	165	2	310	Hs_ps1-2	L
ENSP00000357844	4	1	183	Hs_ps1-2	E
ENSP00000357844	160	1	183	Hs_ps1-2	H
ENSP00000357844	19	1	183	Hs_ps1-2	L
ENSP00000357844	0	2	232	Hs_ps1-2	E
ENSP00000357844	164	2	232	Hs_ps1-2	H
ENSP00000357844	68	2	232	Hs_ps1-2	L
None_protein652345	0	1	43	Hs_igen	E
None_protein652345	5	1	43	Hs_igen	H
None_protein652345	38	1	43	Hs_igen	L
ENSP00000477815	22	1	108	Hs_ps13-17	E
ENSP00000477815	21	1	108	Hs_ps13-17	H
ENSP00000477815	65	1	108	Hs_ps13-17	L
ENSP00000477815	0	2	36	Hs_ps13-17	E
ENSP00000477815	28	2	36	Hs_ps13-17	H
ENSP00000477815	8	2	36	Hs_ps13-17	L
ENSP00000477815	2	3	15	Hs_ps13-17	E
ENSP00000477815	0	3	15	Hs_ps13-17	H
ENSP00000477815	13	3	15	Hs_ps13-17	L
ENSP00000342162	0	1	180	Hs_ps13-17	E
ENSP00000342162	146	1	180	Hs_ps13-17	H
ENSP00000342162	34	1	180	Hs_ps13-17	L
ENSP00000342162	0	2	19	Hs_ps13-17	E
ENSP00000342162	4	2	19	Hs_ps13-17	H
ENSP00000342162	15	2	19	Hs_ps13-17	L
ENSP00000390475	11	1	43	Hs_ps1-2	E
ENSP00000390475	0	1	43	Hs_ps1-2	H
ENSP00000390475	32	1	43	Hs_ps1-2	L
ENSP00000390475	10	2	259	Hs_ps1-2	E
ENSP00000390475	125	2	259	Hs_ps1-2	H
ENSP00000390475	124	2	259	Hs_ps1-2	L
ENSP00000489255	55	1	202	Hs_ps1-2	E
ENSP00000489255	61	1	202	Hs_ps1-2	H
ENSP00000489255	86	1	202	Hs_ps1-2	L
ENSP00000489255	12	2	118	Hs_ps1-2	E
ENSP00000489255	55	2	118	Hs_ps1-2	H
ENSP00000489255	51	2	118	Hs_ps1-2	L
ENSP00000489255	71	3	325	Hs_ps1-2	E
ENSP00000489255	113	3	325	Hs_ps1-2	H
ENSP00000489255	141	3	325	Hs_ps1-2	L
ENSP00000489255	5	4	17	Hs_ps1-2	E
ENSP00000489255	9	4	17	Hs_ps1-2	H
ENSP00000489255	3	4	17	Hs_ps1-2	L
ENSP00000489255	28	5	88	Hs_ps1-2	E
ENSP00000489255	28	5	88	Hs_ps1-2	H
ENSP00000489255	32	5	88	Hs_ps1-2	L
ENSP00000489255	8	6	58	Hs_ps1-2	E
ENSP00000489255	25	6	58	Hs_ps1-2	H
ENSP00000489255	25	6	58	Hs_ps1-2	L
ENSP00000489255	9	7	69	Hs_ps1-2	E
ENSP00000489255	23	7	69	Hs_ps1-2	H
ENSP00000489255	37	7	69	Hs_ps1-2	L
ENSP00000489255	13	8	16	Hs_ps1-2	E
ENSP00000489255	0	8	16	Hs_ps1-2	H
ENSP00000489255	3	8	16	Hs_ps1-2	L
ENSP00000489255	4	9	13	Hs_ps1-2	E
ENSP00000489255	5	9	13	Hs_ps1-2	H
ENSP00000489255	4	9	13	Hs_ps1-2	L
ENSP00000489255	0	10	24	Hs_ps1-2	E
ENSP00000489255	13	10	24	Hs_ps1-2	H
ENSP00000489255	11	10	24	Hs_ps1-2	L
ENSP00000489255	7	11	8	Hs_ps1-2	E
ENSP00000489255	0	11	8	Hs_ps1-2	H
ENSP00000489255	1	11	8	Hs_ps1-2	L
ENSP00000489255	4	12	6	Hs_ps1-2	E
ENSP00000489255	0	12	6	Hs_ps1-2	H
ENSP00000489255	2	12	6	Hs_ps1-2	L
ENSP00000489255	2	13	74	Hs_ps1-2	E
ENSP00000489255	36	13	74	Hs_ps1-2	H
ENSP00000489255	36	13	74	Hs_ps1-2	L
ENSP00000489255	17	14	60	Hs_ps1-2	E
ENSP00000489255	31	14	60	Hs_ps1-2	H
ENSP00000489255	12	14	60	Hs_ps1-2	L
ENSP00000489255	31	15	66	Hs_ps1-2	E
ENSP00000489255	13	15	66	Hs_ps1-2	H
ENSP00000489255	22	15	66	Hs_ps1-2	L
ENSP00000489255	43	16	233	Hs_ps1-2	E
ENSP00000489255	84	16	233	Hs_ps1-2	H
ENSP00000489255	106	16	233	Hs_ps1-2	L
ENSP00000489255	32	17	234	Hs_ps1-2	E
ENSP00000489255	92	17	234	Hs_ps1-2	H
ENSP00000489255	110	17	234	Hs_ps1-2	L
ENSP00000489255	5	18	99	Hs_ps1-2	E
ENSP00000489255	55	18	99	Hs_ps1-2	H
ENSP00000489255	39	18	99	Hs_ps1-2	L
ENSP00000489255	64	19	305	Hs_ps1-2	E
ENSP00000489255	97	19	305	Hs_ps1-2	H
ENSP00000489255	144	19	305	Hs_ps1-2	L
ENSP00000489255	26	20	182	Hs_ps1-2	E
ENSP00000489255	90	20	182	Hs_ps1-2	H
ENSP00000489255	66	20	182	Hs_ps1-2	L
ENSP00000441178	0	1	1229	Hs_ps1-2	E
ENSP00000441178	1209	1	1229	Hs_ps1-2	H
ENSP00000441178	20	1	1229	Hs_ps1-2	L
ENSP00000441178	0	2	3	Hs_ps1-2	E
ENSP00000441178	3	2	3	Hs_ps1-2	H
ENSP00000441178	0	2	3	Hs_ps1-2	L
ENSP00000441178	61	3	141	Hs_ps1-2	E
ENSP00000441178	12	3	141	Hs_ps1-2	H
ENSP00000441178	68	3	141	Hs_ps1-2	L
None_protein974486	24	1	40	Hs_igen	E
None_protein974486	0	1	40	Hs_igen	H
None_protein974486	16	1	40	Hs_igen	L
ENSP00000488257	29	1	214	Hs_ps1-2	E
ENSP00000488257	117	1	214	Hs_ps1-2	H
ENSP00000488257	68	1	214	Hs_ps1-2	L
None_protein1070792	22	1	68	Hs_igen	E
None_protein1070792	7	1	68	Hs_igen	H
None_protein1070792	39	1	68	Hs_igen	L
ENSP00000379383	11	1	31	Hs_ps13-17	E
ENSP00000379383	0	1	31	Hs_ps13-17	H
ENSP00000379383	20	1	31	Hs_ps13-17	L
ENSP00000379383	5	2	31	Hs_ps13-17	E
ENSP00000379383	0	2	31	Hs_ps13-17	H
ENSP00000379383	26	2	31	Hs_ps13-17	L
ENSP00000379383	9	3	61	Hs_ps13-17	E
ENSP00000379383	7	3	61	Hs_ps13-17	H
ENSP00000379383	45	3	61	Hs_ps13-17	L
ENSP00000379383	2	4	2	Hs_ps13-17	E
ENSP00000379383	0	4	2	Hs_ps13-17	H
ENSP00000379383	0	4	2	Hs_ps13-17	L
ENSP00000379383	3	5	5	Hs_ps13-17	E
ENSP00000379383	0	5	5	Hs_ps13-17	H
ENSP00000379383	2	5	5	Hs_ps13-17	L
Hs_rnd_gnm6_251469	2	1	54	Hs_rand	E
Hs_rnd_gnm6_251469	29	1	54	Hs_rand	H
Hs_rnd_gnm6_251469	23	1	54	Hs_rand	L
None_protein1262189	3	1	40	Hs_igen	E
None_protein1262189	6	1	40	Hs_igen	H
None_protein1262189	31	1	40	Hs_igen	L
None_protein1262189	4	2	24	Hs_igen	E
None_protein1262189	4	2	24	Hs_igen	H
None_protein1262189	16	2	24	Hs_igen	L
ENSP00000333919	87	1	179	Hs_ps13-17	E
ENSP00000333919	0	1	179	Hs_ps13-17	H
ENSP00000333919	92	1	179	Hs_ps13-17	L
ENSP00000333919	11	2	35	Hs_ps13-17	E
ENSP00000333919	0	2	35	Hs_ps13-17	H
ENSP00000333919	24	2	35	Hs_ps13-17	L
None_protein1210767	5	1	75	Hs_igen	E
None_protein1210767	17	1	75	Hs_igen	H
None_protein1210767	53	1	75	Hs_igen	L
Hs_rnd_gnm7_980806	16	1	79	Hs_rand	E
Hs_rnd_gnm7_980806	24	1	79	Hs_rand	H
Hs_rnd_gnm7_980806	39	1	79	Hs_rand	L
None_protein389317	28	1	52	Hs_igen	E
None_protein389317	0	1	52	Hs_igen	H
None_protein389317	24	1	52	Hs_igen	L
ENSP00000361927	51	1	185	Hs_ps1-2	E
ENSP00000361927	41	1	185	Hs_ps1-2	H
ENSP00000361927	93	1	185	Hs_ps1-2	L
ENSP00000361927	26	2	161	Hs_ps1-2	E
ENSP00000361927	19	2	161	Hs_ps1-2	H
ENSP00000361927	116	2	161	Hs_ps1-2	L
ENSP00000319476	61	1	199	Hs_ps13-17	E
ENSP00000319476	45	1	199	Hs_ps13-17	H
ENSP00000319476	93	1	199	Hs_ps13-17	L
ENSP00000371542	14	1	36	Hs_ps1-2	E
ENSP00000371542	0	1	36	Hs_ps1-2	H
ENSP00000371542	22	1	36	Hs_ps1-2	L
ENSP00000371542	50	2	416	Hs_ps1-2	E
ENSP00000371542	183	2	416	Hs_ps1-2	H
ENSP00000371542	183	2	416	Hs_ps1-2	L
Hs_JP201901_437	19	1	145	Hs_ps20-21	E
Hs_JP201901_437	77	1	145	Hs_ps20-21	H
Hs_JP201901_437	49	1	145	Hs_ps20-21	L
ENSP00000240333	24	1	313	Hs_ps1-2	E
ENSP00000240333	215	1	313	Hs_ps1-2	H
ENSP00000240333	74	1	313	Hs_ps1-2	L
Hs_JP201901_434	33	1	165	Hs_ps31	E
Hs_JP201901_434	22	1	165	Hs_ps31	H
Hs_JP201901_434	110	1	165	Hs_ps31	L
ENSP00000308606	21	1	166	Hs_ps1-2	E
ENSP00000308606	77	1	166	Hs_ps1-2	H
ENSP00000308606	68	1	166	Hs_ps1-2	L
Hs_rnd_gnm4_1275343	14	1	90	Hs_rand	E
Hs_rnd_gnm4_1275343	45	1	90	Hs_rand	H
Hs_rnd_gnm4_1275343	31	1	90	Hs_rand	L
Raj_Hs_531	31	1	63	Hs_ps31	E
Raj_Hs_531	0	1	63	Hs_ps31	H
Raj_Hs_531	32	1	63	Hs_ps31	L
ENSP00000476141	5	1	14	Hs_ps31	E
ENSP00000476141	0	1	14	Hs_ps31	H
ENSP00000476141	9	1	14	Hs_ps31	L
None_protein1022450	14	1	45	Hs_igen	E
None_protein1022450	20	1	45	Hs_igen	H
None_protein1022450	11	1	45	Hs_igen	L
ENSP00000355994	38	1	292	Hs_ps1-2	E
ENSP00000355994	175	1	292	Hs_ps1-2	H
ENSP00000355994	79	1	292	Hs_ps1-2	L
ENSP00000355627	10	1	46	Hs_ps1-2	E
ENSP00000355627	20	1	46	Hs_ps1-2	H
ENSP00000355627	16	1	46	Hs_ps1-2	L
ENSP00000355627	81	2	385	Hs_ps1-2	E
ENSP00000355627	161	2	385	Hs_ps1-2	H
ENSP00000355627	143	2	385	Hs_ps1-2	L
ENSP00000306607	53	1	309	Hs_ps1-2	E
ENSP00000306607	171	1	309	Hs_ps1-2	H
ENSP00000306607	85	1	309	Hs_ps1-2	L
ENSP00000378160	21	1	117	Hs_ps1-2	E
ENSP00000378160	40	1	117	Hs_ps1-2	H
ENSP00000378160	56	1	117	Hs_ps1-2	L
None_protein802847	9	1	119	Hs_igen	E
None_protein802847	33	1	119	Hs_igen	H
None_protein802847	77	1	119	Hs_igen	L
ENSP00000369335	4	1	75	Hs_ps1-2	E
ENSP00000369335	36	1	75	Hs_ps1-2	H
ENSP00000369335	35	1	75	Hs_ps1-2	L
ENSP00000369335	0	2	3	Hs_ps1-2	E
ENSP00000369335	3	2	3	Hs_ps1-2	H
ENSP00000369335	0	2	3	Hs_ps1-2	L
ENSP00000369335	74	3	827	Hs_ps1-2	E
ENSP00000369335	440	3	827	Hs_ps1-2	H
ENSP00000369335	313	3	827	Hs_ps1-2	L
ENSP00000364257	10	1	142	Hs_ps1-2	E
ENSP00000364257	62	1	142	Hs_ps1-2	H
ENSP00000364257	70	1	142	Hs_ps1-2	L
ENSP00000375656	10	1	58	Hs_ps13-17	E
ENSP00000375656	22	1	58	Hs_ps13-17	H
ENSP00000375656	26	1	58	Hs_ps13-17	L
ENSP00000375656	2	2	94	Hs_ps13-17	E
ENSP00000375656	30	2	94	Hs_ps13-17	H
ENSP00000375656	62	2	94	Hs_ps13-17	L
ENSP00000363972	0	1	139	Hs_ps1-2	E
ENSP00000363972	136	1	139	Hs_ps1-2	H
ENSP00000363972	3	1	139	Hs_ps1-2	L
ENSP00000363972	0	2	37	Hs_ps1-2	E
ENSP00000363972	9	2	37	Hs_ps1-2	H
ENSP00000363972	28	2	37	Hs_ps1-2	L
None_protein877062	8	1	48	Hs_igen	E
None_protein877062	4	1	48	Hs_igen	H
None_protein877062	36	1	48	Hs_igen	L
ENSP00000485957	0	1	144	Hs_ps13-17	E
ENSP00000485957	12	1	144	Hs_ps13-17	H
ENSP00000485957	132	1	144	Hs_ps13-17	L
ENSP00000348132	53	1	211	Hs_ps1-2	E
ENSP00000348132	56	1	211	Hs_ps1-2	H
ENSP00000348132	102	1	211	Hs_ps1-2	L
ENSP00000348132	67	2	723	Hs_ps1-2	E
ENSP00000348132	372	2	723	Hs_ps1-2	H
ENSP00000348132	284	2	723	Hs_ps1-2	L
None_protein304550	9	1	100	Hs_igen	E
None_protein304550	17	1	100	Hs_igen	H
None_protein304550	74	1	100	Hs_igen	L
None_protein1055736	21	1	182	Hs_igen	E
None_protein1055736	23	1	182	Hs_igen	H
None_protein1055736	138	1	182	Hs_igen	L
Hs_rnd_gnm3_298269	20	1	70	Hs_rand	E
Hs_rnd_gnm3_298269	23	1	70	Hs_rand	H
Hs_rnd_gnm3_298269	27	1	70	Hs_rand	L
Hs_JP201901_282	2	1	23	Hs_ps31	E
Hs_JP201901_282	0	1	23	Hs_ps31	H
Hs_JP201901_282	21	1	23	Hs_ps31	L
Hs_JP201901_282	0	2	10	Hs_ps31	E
Hs_JP201901_282	7	2	10	Hs_ps31	H
Hs_JP201901_282	3	2	10	Hs_ps31	L
Hs_rnd_gnm2_1164725	32	1	96	Hs_rand	E
Hs_rnd_gnm2_1164725	13	1	96	Hs_rand	H
Hs_rnd_gnm2_1164725	51	1	96	Hs_rand	L
None_protein55906	17	1	81	Hs_igen	E
None_protein55906	25	1	81	Hs_igen	H
None_protein55906	39	1	81	Hs_igen	L
None_protein90779	21	1	80	Hs_igen	E
None_protein90779	26	1	80	Hs_igen	H
None_protein90779	33	1	80	Hs_igen	L
ENSP00000476369	191	1	454	Hs_ps1-2	E
ENSP00000476369	63	1	454	Hs_ps1-2	H
ENSP00000476369	200	1	454	Hs_ps1-2	L
None_protein983607	6	1	42	Hs_igen	E
None_protein983607	22	1	42	Hs_igen	H
None_protein983607	14	1	42	Hs_igen	L
None_protein899458	4	1	88	Hs_igen	E
None_protein899458	43	1	88	Hs_igen	H
None_protein899458	41	1	88	Hs_igen	L
ENSP00000354718	50	1	218	Hs_ps1-2	E
ENSP00000354718	66	1	218	Hs_ps1-2	H
ENSP00000354718	102	1	218	Hs_ps1-2	L
ENSP00000354718	59	2	441	Hs_ps1-2	E
ENSP00000354718	230	2	441	Hs_ps1-2	H
ENSP00000354718	152	2	441	Hs_ps1-2	L
ENSP00000354718	3	3	158	Hs_ps1-2	E
ENSP00000354718	138	3	158	Hs_ps1-2	H
ENSP00000354718	17	3	158	Hs_ps1-2	L
ENSP00000354718	5	4	70	Hs_ps1-2	E
ENSP00000354718	3	4	70	Hs_ps1-2	H
ENSP00000354718	62	4	70	Hs_ps1-2	L
ENSP00000322191	5	1	72	Hs_ps13-17	E
ENSP00000322191	28	1	72	Hs_ps13-17	H
ENSP00000322191	39	1	72	Hs_ps13-17	L
None_protein531177	0	1	40	Hs_igen	E
None_protein531177	21	1	40	Hs_igen	H
None_protein531177	19	1	40	Hs_igen	L
ENSP00000247020	80	1	211	Hs_ps1-2	E
ENSP00000247020	13	1	211	Hs_ps1-2	H
ENSP00000247020	118	1	211	Hs_ps1-2	L
None_protein210380	0	1	44	Hs_igen	E
None_protein210380	38	1	44	Hs_igen	H
None_protein210380	6	1	44	Hs_igen	L
Hs_rnd_gnm8_435018	26	1	75	Hs_rand	E
Hs_rnd_gnm8_435018	32	1	75	Hs_rand	H
Hs_rnd_gnm8_435018	17	1	75	Hs_rand	L
ENSP00000219746	3	1	5	Hs_ps1-2	E
ENSP00000219746	0	1	5	Hs_ps1-2	H
ENSP00000219746	2	1	5	Hs_ps1-2	L
ENSP00000219746	0	2	317	Hs_ps1-2	E
ENSP00000219746	55	2	317	Hs_ps1-2	H
ENSP00000219746	262	2	317	Hs_ps1-2	L
ENSP00000490028	2	1	103	Hs_ps13-17	E
ENSP00000490028	56	1	103	Hs_ps13-17	H
ENSP00000490028	45	1	103	Hs_ps13-17	L
ENSP00000419565	5	1	6	Hs_ps1-2	E
ENSP00000419565	0	1	6	Hs_ps1-2	H
ENSP00000419565	1	1	6	Hs_ps1-2	L
ENSP00000419565	3	2	3	Hs_ps1-2	E
ENSP00000419565	0	2	3	Hs_ps1-2	H
ENSP00000419565	0	2	3	Hs_ps1-2	L
ENSP00000419565	6	3	379	Hs_ps1-2	E
ENSP00000419565	30	3	379	Hs_ps1-2	H
ENSP00000419565	343	3	379	Hs_ps1-2	L
None_protein329331	10	1	50	Hs_igen	E
None_protein329331	7	1	50	Hs_igen	H
None_protein329331	33	1	50	Hs_igen	L
Hs_rnd_gnm5_992290	45	1	92	Hs_rand	E
Hs_rnd_gnm5_992290	12	1	92	Hs_rand	H
Hs_rnd_gnm5_992290	35	1	92	Hs_rand	L
None_protein261661	29	1	78	Hs_igen	E
None_protein261661	0	1	78	Hs_igen	H
None_protein261661	49	1	78	Hs_igen	L
ENSP00000373715	51	1	244	Hs_ps1-2	E
ENSP00000373715	103	1	244	Hs_ps1-2	H
ENSP00000373715	90	1	244	Hs_ps1-2	L
ENSP00000373715	0	2	10	Hs_ps1-2	E
ENSP00000373715	7	2	10	Hs_ps1-2	H
ENSP00000373715	3	2	10	Hs_ps1-2	L
ENSP00000251810	3	1	351	Hs_ps1-2	E
ENSP00000251810	211	1	351	Hs_ps1-2	H
ENSP00000251810	137	1	351	Hs_ps1-2	L
Hs_rnd_gnm9_841466	10	1	96	Hs_rand	E
Hs_rnd_gnm9_841466	45	1	96	Hs_rand	H
Hs_rnd_gnm9_841466	41	1	96	Hs_rand	L
ENSP00000419692	9	1	64	Hs_ps1-2	E
ENSP00000419692	20	1	64	Hs_ps1-2	H
ENSP00000419692	35	1	64	Hs_ps1-2	L
ENSP00000419692	10	2	199	Hs_ps1-2	E
ENSP00000419692	131	2	199	Hs_ps1-2	H
ENSP00000419692	58	2	199	Hs_ps1-2	L
ENSP00000334866	0	1	137	Hs_ps20-21	E
ENSP00000334866	0	1	137	Hs_ps20-21	H
ENSP00000334866	137	1	137	Hs_ps20-21	L
ENSP00000334869	5	1	24	Hs_ps31	E
ENSP00000334869	0	1	24	Hs_ps31	H
ENSP00000334869	19	1	24	Hs_ps31	L
ENSP00000296694	0	1	93	Hs_ps13-17	E
ENSP00000296694	62	1	93	Hs_ps13-17	H
ENSP00000296694	31	1	93	Hs_ps13-17	L
Hs_rnd_gnm4_448763	42	1	166	Hs_rand	E
Hs_rnd_gnm4_448763	62	1	166	Hs_rand	H
Hs_rnd_gnm4_448763	62	1	166	Hs_rand	L
Hs_rnd_gnm4_474059	0	1	47	Hs_rand	E
Hs_rnd_gnm4_474059	32	1	47	Hs_rand	H
Hs_rnd_gnm4_474059	15	1	47	Hs_rand	L
Hs_rnd_gnm4_360170	23	1	58	Hs_rand	E
Hs_rnd_gnm4_360170	3	1	58	Hs_rand	H
Hs_rnd_gnm4_360170	32	1	58	Hs_rand	L
Hs_rnd_gnm8_814804	4	1	54	Hs_rand	E
Hs_rnd_gnm8_814804	24	1	54	Hs_rand	H
Hs_rnd_gnm8_814804	26	1	54	Hs_rand	L
ENSP00000463058	9	1	42	Hs_ps1-2	E
ENSP00000463058	11	1	42	Hs_ps1-2	H
ENSP00000463058	22	1	42	Hs_ps1-2	L
ENSP00000463058	30	2	102	Hs_ps1-2	E
ENSP00000463058	21	2	102	Hs_ps1-2	H
ENSP00000463058	51	2	102	Hs_ps1-2	L
ENSP00000466577	21	1	158	Hs_ps13-17	E
ENSP00000466577	25	1	158	Hs_ps13-17	H
ENSP00000466577	112	1	158	Hs_ps13-17	L
None_protein800140	5	1	52	Hs_igen	E
None_protein800140	36	1	52	Hs_igen	H
None_protein800140	11	1	52	Hs_igen	L
None_protein769564	23	1	108	Hs_igen	E
None_protein769564	13	1	108	Hs_igen	H
None_protein769564	72	1	108	Hs_igen	L
vdp2013_S4_320	3	1	96	Hs_ps13-17	E
vdp2013_S4_320	8	1	96	Hs_ps13-17	H
vdp2013_S4_320	85	1	96	Hs_ps13-17	L
vdp2013_S4_633	26	1	164	Hs_ps31	E
vdp2013_S4_633	103	1	164	Hs_ps31	H
vdp2013_S4_633	35	1	164	Hs_ps31	L
vdp2013_S4_630	0	1	135	Hs_ps31	E
vdp2013_S4_630	0	1	135	Hs_ps31	H
vdp2013_S4_630	135	1	135	Hs_ps31	L
vdp2013_S4_636	2	1	49	Hs_ps31	E
vdp2013_S4_636	25	1	49	Hs_ps31	H
vdp2013_S4_636	22	1	49	Hs_ps31	L
vdp2013_S4_637	2	1	109	Hs_ps31	E
vdp2013_S4_637	27	1	109	Hs_ps31	H
vdp2013_S4_637	80	1	109	Hs_ps31	L
vdp2013_S4_634	9	1	83	Hs_ps31	E
vdp2013_S4_634	18	1	83	Hs_ps31	H
vdp2013_S4_634	56	1	83	Hs_ps31	L
vdp2013_S4_328	0	1	41	Hs_ps31	E
vdp2013_S4_328	26	1	41	Hs_ps31	H
vdp2013_S4_328	15	1	41	Hs_ps31	L
ENSP00000345079	18	1	58	Hs_ps1-2	E
ENSP00000345079	0	1	58	Hs_ps1-2	H
ENSP00000345079	40	1	58	Hs_ps1-2	L
ENSP00000345079	12	2	64	Hs_ps1-2	E
ENSP00000345079	8	2	64	Hs_ps1-2	H
ENSP00000345079	44	2	64	Hs_ps1-2	L
vdp2013_S4_638	8	1	54	Hs_ps31	E
vdp2013_S4_638	15	1	54	Hs_ps31	H
vdp2013_S4_638	31	1	54	Hs_ps31	L
vdp2013_S4_639	0	1	47	Hs_ps31	E
vdp2013_S4_639	39	1	47	Hs_ps31	H
vdp2013_S4_639	8	1	47	Hs_ps31	L
Hs_rnd_gnm5_1233375	10	1	40	Hs_rand	E
Hs_rnd_gnm5_1233375	7	1	40	Hs_rand	H
Hs_rnd_gnm5_1233375	23	1	40	Hs_rand	L
Hs_rnd_gnm1_554363	19	1	50	Hs_rand	E
Hs_rnd_gnm1_554363	0	1	50	Hs_rand	H
Hs_rnd_gnm1_554363	31	1	50	Hs_rand	L
Hs_rnd_gnm5_284865	21	1	56	Hs_rand	E
Hs_rnd_gnm5_284865	15	1	56	Hs_rand	H
Hs_rnd_gnm5_284865	20	1	56	Hs_rand	L
ENSP00000323645	0	1	583	Hs_ps1-2	E
ENSP00000323645	439	1	583	Hs_ps1-2	H
ENSP00000323645	144	1	583	Hs_ps1-2	L
Hs_rnd_gnm5_1144523	0	1	48	Hs_rand	E
Hs_rnd_gnm5_1144523	16	1	48	Hs_rand	H
Hs_rnd_gnm5_1144523	32	1	48	Hs_rand	L
ENSP00000272643	8	1	15	Hs_ps1-2	E
ENSP00000272643	0	1	15	Hs_ps1-2	H
ENSP00000272643	7	1	15	Hs_ps1-2	L
ENSP00000272643	7	2	7	Hs_ps1-2	E
ENSP00000272643	0	2	7	Hs_ps1-2	H
ENSP00000272643	0	2	7	Hs_ps1-2	L
ENSP00000272643	3	3	3	Hs_ps1-2	E
ENSP00000272643	0	3	3	Hs_ps1-2	H
ENSP00000272643	0	3	3	Hs_ps1-2	L
ENSP00000272643	19	4	52	Hs_ps1-2	E
ENSP00000272643	8	4	52	Hs_ps1-2	H
