protein	group	loop_length
vdp2013_S4_985	whole	6
None_protein1190374	whole	15
Hs_rnd_gnm9_930102	whole	4
None_protein657072	whole	6
ENSP00000275767	whole	14
ENSP00000477443	whole	5
Hs_rnd_gnm7_40439	whole	7
None_protein436841	whole	25
Hs_rnd_gnm1_1241377	whole	27
ENSP00000489939	whole	11
None_protein680513	whole	0
ENSP00000354963	whole	31
Hs_rnd_gnm5_839671	whole	5
None_protein496518	whole	8
Hs_rnd_gnm9_1061382	whole	0
None_protein514550	whole	11
None_protein1013517	whole	19
ENSP00000467290	whole	56
Raj_Hs_2728	whole	0
ENSP00000355388	whole	94
ENSP00000397925	whole	30
ENSP00000480626	whole	285
ENSP00000330596	whole	9
Hs_JP201901_262	whole	17
ENSP00000491011	whole	8
ENSP00000260443	whole	10
ENSP00000260442	whole	12
Hs_JP201901_265	whole	11
ENSP00000331849	whole	60
Hs_JP201901_269	whole	12
Hs_JP201901_268	whole	5
ENSP00000263620	whole	230
Hs_rnd_gnm10_1197278	whole	16
ENSP00000262622	whole	58
Hs_rnd_gnm10_1029626	whole	5
None_protein466847	whole	10
ENSP00000400997	whole	90
Hs_JP201901_128	whole	14
Hs_JP201901_129	whole	44
Hs_JP201901_121	whole	20
Hs_JP201901_122	whole	21
Hs_JP201901_123	whole	40
Hs_JP201901_125	whole	13
Hs_JP201901_126	whole	19
Hs_JP201901_127	whole	32
ENSP00000260191	whole	39
None_protein862317	whole	5
ENSP00000334650	whole	51
Hs_rnd_gnm5_100798	whole	6
ENSP00000369453	whole	74
None_protein1248000	whole	7
ENSP00000225474	whole	17
Raj_Hs_2232	whole	11
Hs_rnd_gnm1_1001546	whole	15
Hs_rnd_gnm2_1282799	whole	5
Hs_rnd_gnm1_651968	whole	5
None_protein1049183	whole	5
Hs_rnd_gnm10_1120417	whole	7
vdp2013_S4_408	whole	11
vdp2013_S4_401	whole	10
vdp2013_S4_400	whole	7
vdp2013_S4_403	whole	18
vdp2013_S4_402	whole	19
vdp2013_S4_405	whole	17
vdp2013_S4_404	whole	10
vdp2013_S4_407	whole	27
vdp2013_S4_406	whole	8
None_protein1243582	whole	14
ENSP00000247270	whole	108
Hs_rnd_gnm2_448746	whole	1
Hs_rnd_gnm2_1114537	whole	11
ENSP00000326330	whole	35
ENSP00000435714	whole	8
ENSP00000359446	whole	57
ENSP00000492098	whole	57
Hs_rnd_gnm2_699517	whole	20
None_protein857487	whole	6
None_protein857952	whole	0
None_protein847525	whole	73
None_protein2217	whole	31
Hs_rnd_gnm10_1110814	whole	5
None_protein51477	whole	6
None_protein985620	whole	6
vdp2013_S4_1134	whole	8
Hs_rnd_gnm1_1127005	whole	19
vdp2013_S4_1131	whole	8
Hs_rnd_gnm1_439989	whole	4
vdp2013_S4_1133	whole	0
vdp2013_S4_1132	whole	7
Hs_rnd_gnm10_254561	whole	11
Hs_rnd_gnm3_693826	whole	11
vdp2013_S4_1139	whole	0
vdp2013_S4_1138	whole	23
ENSP00000261486	whole	22
None_protein540579	whole	3
ENSP00000428635	whole	10
None_protein77424	whole	6
ENSP00000361646	whole	7
ENSP00000385717	whole	157
ENSP00000323184	whole	110
None_protein548777	whole	0
Hs_rnd_gnm3_1150945	whole	18
ENSP00000258772	whole	39
ENSP00000360147	whole	31
ENSP00000358716	whole	159
Hs_rnd_gnm1_1142935	whole	12
ENSP00000333639	whole	27
None_protein56121	whole	5
Hs_rnd_gnm7_579802	whole	17
None_protein727369	whole	16
Hs_rnd_gnm4_607785	whole	5
None_protein723479	whole	11
Hs_rnd_gnm4_744969	whole	9
vdp2013_S4_1011	whole	5
None_protein1196748	whole	14
Hs_JP201901_89	whole	20
Hs_rnd_gnm2_818874	whole	11
ENSP00000324203	whole	35
Hs_JP201901_80	whole	19
Hs_JP201901_86	whole	16
None_protein1275155	whole	8
Hs_JP201901_84	whole	48
Hs_JP201901_85	whole	10
Hs_rnd_gnm8_258797	whole	15
Hs_rnd_gnm7_205460	whole	8
Raj_Hs_504	whole	24
ENSP00000422644	whole	9
ENSP00000428675	whole	11
None_protein845318	whole	8
ENSP00000308622	whole	16
ENSP00000287295	whole	45
ENSP00000338964	whole	74
ENSP00000251166	whole	69
Hs_rnd_gnm4_372593	whole	1
Hs_rnd_gnm5_420521	whole	4
Hs_rnd_gnm9_916521	whole	7
ENSP00000300030	whole	25
Hs_rnd_gnm4_788516	whole	14
Hs_rnd_gnm4_395241	whole	14
Hs_rnd_gnm1_735296	whole	3
None_protein1141358	whole	23
ENSP00000365576	whole	443
Hs_rnd_gnm3_5015	whole	1
Hs_rnd_gnm10_840968	whole	7
Hs_rnd_gnm4_186704	whole	6
None_protein186661	whole	11
ENSP00000269159	whole	16
None_protein833321	whole	19
None_protein434117	whole	10
Hs_rnd_gnm4_859226	whole	8
ENSP00000265838	whole	14
None_protein681922	whole	18
ENSP00000436423	whole	18
Raj_Hs_411	whole	14
ENSP00000304283	whole	11
Baz_Hs_17	whole	11
None_protein1023787	whole	8
Baz_Hs_10	whole	14
Hs_rnd_gnm6_275595	whole	7
None_protein1023254	whole	4
Hs_rnd_gnm9_273554	whole	10
Raj_Hs_146	whole	32
Hs_rnd_gnm5_1143382	whole	16
Hs_rnd_gnm8_1003456	whole	15
ENSP00000337466	whole	21
Raj_Hs_2391	whole	13
ENSP00000423276	whole	14
ENSP00000337461	whole	0
ENSP00000411084	whole	33
ENSP00000314223	whole	17
Hs_rnd_gnm2_954777	whole	3
Raj_Hs_1840	whole	2
Raj_Hs_1842	whole	10
None_protein1218104	whole	24
Raj_Hs_1847	whole	6
ENSP00000291890	whole	21
ENSP00000311218	whole	29
None_protein340055	whole	3
ENSP00000406909	whole	27
None_protein599392	whole	0
ENSP00000382000	whole	14
ENSP00000288098	whole	11
Hs_rnd_gnm10_1154592	whole	12
Hs_rnd_gnm4_1131111	whole	9
Hs_rnd_gnm10_1188113	whole	12
ENSP00000390783	whole	34
Hs_rnd_gnm5_314105	whole	15
Hs_rnd_gnm10_539823	whole	5
ENSP00000392318	whole	258
Hs_rnd_gnm8_100907	whole	8
ENSP00000291231	whole	11
ENSP00000291232	whole	72
ENSP00000345270	whole	55
Hs_rnd_gnm9_1075348	whole	32
None_protein249389	whole	6
Hs_rnd_gnm3_1239495	whole	9
Hs_JP201901_487	whole	6
Raj_Hs_1667	whole	0
Raj_Hs_1660	whole	20
Raj_Hs_568	whole	15
Hs_rnd_gnm1_907860	whole	10
Raj_Hs_564	whole	6
Hs_rnd_gnm5_956405	whole	17
Raj_Hs_563	whole	4
Hs_JP201901_488	whole	15
vdp2013_S4_348	whole	9
vdp2013_S4_349	whole	9
ENSP00000359385	whole	21
ENSP00000359384	whole	27
vdp2013_S4_614	whole	6
vdp2013_S4_615	whole	36
vdp2013_S4_616	whole	18
vdp2013_S4_341	whole	13
vdp2013_S4_347	whole	5
vdp2013_S4_612	whole	9
Hs_rnd_gnm4_760345	whole	7
Hs_rnd_gnm4_828469	whole	5
Hs_rnd_gnm5_1299503	whole	10
Hs_rnd_gnm5_353787	whole	1
ENSP00000315615	whole	0
ENSP00000315614	whole	0
Raj_Hs_1617	whole	10
Hs_rnd_gnm8_150608	whole	5
Hs_rnd_gnm1_141570	whole	9
ENSP00000231461	whole	39
ENSP00000305255	whole	28
None_protein698826	whole	25
None_protein724958	whole	9
None_protein728607	whole	9
None_protein643682	whole	6
None_protein314576	whole	6
Hs_rnd_gnm5_202849	whole	9
Hs_rnd_gnm4_481911	whole	9
Hs_rnd_gnm6_610777	whole	7
Raj_Hs_2202	whole	6
ENSP00000398789	whole	64
ENSP00000485583	whole	18
Hs_rnd_gnm6_1295419	whole	8
Hs_rnd_gnm1_58072	whole	8
Raj_Hs_2759	whole	0
ENSP00000328203	whole	24
Raj_Hs_2206	whole	19
Hs_rnd_gnm5_1165777	whole	14
vdp2013_S4_968	whole	8
vdp2013_S4_969	whole	8
vdp2013_S4_966	whole	13
vdp2013_S4_967	whole	16
Raj_Hs_2976	whole	9
vdp2013_S4_962	whole	8
vdp2013_S4_963	whole	0
ENSP00000366135	whole	83
None_protein795569	whole	6
None_protein414645	whole	15
ENSP00000265131	whole	111
ENSP00000335074	whole	18
ENSP00000305875	whole	64
ENSP00000424176	whole	32
ENSP00000360190	whole	14
ENSP00000302393	whole	15
Hs_rnd_gnm3_1272036	whole	16
Hs_rnd_gnm7_1009116	whole	2
ENSP00000325091	whole	128
Hs_rnd_gnm5_459838	whole	9
Hs_rnd_gnm4_614825	whole	14
ENSP00000316152	whole	17
Hs_rnd_gnm1_709103	whole	11
None_protein442422	whole	19
ENSP00000303158	whole	18
Hs_rnd_gnm2_532557	whole	8
ENSP00000397039	whole	14
None_protein166029	whole	5
Hs_rnd_gnm4_170653	whole	0
None_protein298661	whole	10
Hs_rnd_gnm1_1003952	whole	12
ENSP00000489910	whole	67
ENSP00000310704	whole	13
None_protein109505	whole	7
None_protein440368	whole	3
ENSP00000324944	whole	31
Hs_rnd_gnm7_55183	whole	3
None_protein1039001	whole	3
ENSP00000480355	whole	0
ENSP00000484981	whole	327
Hs_rnd_gnm6_252589	whole	13
ENSP00000222271	whole	335
Hs_JP201901_247	whole	8
None_protein918001	whole	4
Hs_JP201901_240	whole	3
Hs_JP201901_243	whole	10
Hs_JP201901_242	whole	41
ENSP00000464893	whole	456
Hs_rnd_gnm10_408480	whole	7
Hs_rnd_gnm9_1261554	whole	15
ENSP00000307701	whole	67
ENSP00000262644	whole	33
Hs_rnd_gnm3_228341	whole	0
ENSP00000343930	whole	24
Hs_rnd_gnm1_10098	whole	7
ENSP00000400972	whole	111
ENSP00000419242	whole	136
ENSP00000229554	whole	42
Hs_rnd_gnm1_1014618	whole	6
Raj_Hs_2682	whole	11
Hs_JP201901_102	whole	14
Hs_JP201901_103	whole	10
Hs_rnd_gnm10_1245688	whole	24
ENSP00000361104	whole	13
ENSP00000291934	whole	21
Hs_rnd_gnm10_1151530	whole	15
ENSP00000321242	whole	16
None_protein1005810	whole	9
None_protein407537	whole	8
Hs_rnd_gnm3_1123068	whole	15
ENSP00000274432	whole	44
ENSP00000381290	whole	17
Hs_rnd_gnm6_1103045	whole	10
Raj_Hs_2259	whole	13
Raj_Hs_2708	whole	9
Hs_rnd_gnm1_1055550	whole	13
ENSP00000381298	whole	147
Hs_rnd_gnm8_418364	whole	12
None_protein145797	whole	5
None_protein481455	whole	4
None_protein628347	whole	18
ENSP00000229332	whole	27
Hs_rnd_gnm1_949389	whole	10
ENSP00000328444	whole	0
ENSP00000299300	whole	15
Hs_rnd_gnm7_645507	whole	3
vdp2013_S4_422	whole	9
None_protein1225463	whole	30
None_protein1189615	whole	1
vdp2013_S4_426	whole	21
vdp2013_S4_425	whole	7
vdp2013_S4_428	whole	0
ENSP00000488984	whole	0
None_protein252409	whole	11
None_protein783112	whole	11
None_protein1006135	whole	5
None_protein683875	whole	6
None_protein195872	whole	5
Hs_rnd_gnm3_3568	whole	4
ENSP00000362743	whole	39
Hs_rnd_gnm10_630786	whole	6
Hs_rnd_gnm1_1204106	whole	13
None_protein1252837	whole	11
Hs_rnd_gnm7_379810	whole	4
Hs_rnd_gnm4_643285	whole	28
None_protein484664	whole	6
Raj_Hs_2877	whole	24
ENSP00000337320	whole	12
Hs_rnd_gnm5_961056	whole	6
Hs_rnd_gnm4_566689	whole	8
ENSP00000362127	whole	65
vdp2013_S4_287	whole	0
vdp2013_S4_286	whole	3
vdp2013_S4_285	whole	24
None_protein755624	whole	9
vdp2013_S4_283	whole	35
vdp2013_S4_282	whole	9
vdp2013_S4_281	whole	7
vdp2013_S4_280	whole	6
vdp2013_S4_289	whole	5
None_protein1035380	whole	9
ENSP00000295131	whole	243
ENSP00000329794	whole	6
None_protein1086114	whole	13
None_protein820603	whole	17
None_protein480140	whole	16
None_protein535559	whole	3
ENSP00000468720	whole	79
None_protein1271677	whole	19
ENSP00000265007	whole	344
ENSP00000074304	whole	75
None_protein821919	whole	15
Hs_rnd_gnm2_930841	whole	17
ENSP00000357088	whole	13
ENSP00000258711	whole	42
ENSP00000469417	whole	18
Raj_Hs_910	whole	24
ENSP00000267522	whole	24
Hs_rnd_gnm4_12636	whole	9
ENSP00000402760	whole	39
hsa_00181107_1	whole	16
ENSP00000489749	whole	33
Hs_rnd_gnm1_953924	whole	18
Hs_JP201901_501	whole	0
ENSP00000489747	whole	25
Hs_rnd_gnm9_609090	whole	5
Hs_rnd_gnm7_548761	whole	10
Hs_rnd_gnm10_137634	whole	4
Hs_rnd_gnm10_1213938	whole	18
ENSP00000335247	whole	14
None_protein874403	whole	38
None_protein533525	whole	6
ENSP00000333952	whole	0
ENSP00000375479	whole	0
ENSP00000428698	whole	44
ENSP00000370115	whole	16
ENSP00000485216	whole	13
Hs_rnd_gnm4_1117771	whole	13
Hs_rnd_gnm1_415861	whole	11
Hs_rnd_gnm6_1100189	whole	15
ENSP00000381104	whole	35
ENSP00000381105	whole	42
None_protein1124892	whole	8
ENSP00000251143	whole	96
ENSP00000357889	whole	8
ENSP00000357880	whole	31
ENSP00000356022	whole	14
vdp2013_S4_552	whole	11
None_protein1245949	whole	7
Hs_rnd_gnm2_445021	whole	5
ENSP00000454047	whole	902
Hs_rnd_gnm2_594392	whole	6
ENSP00000282026	whole	10
None_protein176105	whole	26
Hs_rnd_gnm3_528441	whole	6
None_protein498225	whole	5
Hs_rnd_gnm10_897523	whole	10
ENSP00000249044	whole	6
ENSP00000262301	whole	29
ENSP00000325425	whole	27
None_protein1186255	whole	11
Hs_rnd_gnm6_883207	whole	27
Hs_rnd_gnm6_504026	whole	8
None_protein478270	whole	8
Hs_rnd_gnm9_332308	whole	9
None_protein1130363	whole	3
ENSP00000366926	whole	23
ENSP00000323867	whole	11
Hs_rnd_gnm6_316493	whole	7
None_protein361870	whole	10
ENSP00000490576	whole	15
ENSP00000490577	whole	22
Hs_rnd_gnm3_181535	whole	14
ENSP00000303532	whole	14
ENSP00000309913	whole	12
Hs_rnd_gnm2_528586	whole	11
Hs_rnd_gnm3_1256758	whole	13
None_protein1166202	whole	11
Hs_rnd_gnm6_899589	whole	14
None_protein286454	whole	10
ENSP00000376410	whole	223
Hs_rnd_gnm10_863362	whole	9
None_protein1100807	whole	21
None_protein1048172	whole	7
Hs_rnd_gnm5_338141	whole	6
Raj_Hs_1907	whole	21
ENSP00000365169	whole	15
Hs_rnd_gnm1_772868	whole	12
None_protein397342	whole	11
Hs_rnd_gnm2_1123535	whole	16
Hs_rnd_gnm2_742026	whole	12
Raj_Hs_1885	whole	6
Raj_Hs_1863	whole	21
None_protein782184	whole	7
ENSP00000316950	whole	216
Raj_Hs_1866	whole	7
Hs_rnd_gnm3_890963	whole	6
None_protein310798	whole	7
Hs_rnd_gnm1_79218	whole	3
None_protein355231	whole	8
None_protein859922	whole	5
Raj_Hs_2113	whole	17
None_protein805468	whole	32
Raj_Hs_2115	whole	31
Raj_Hs_2114	whole	5
Raj_Hs_2744	whole	13
None_protein767900	whole	17
ENSP00000382026	whole	39
Hs_rnd_gnm8_712281	whole	12
ENSP00000272542	whole	74
ENSP00000329795	whole	30
None_protein1182708	whole	22
ENSP00000360876	whole	11
ENSP00000394842	whole	32
ENSP00000491733	whole	8
None_protein750875	whole	5
ENSP00000354001	whole	0
Hs_rnd_gnm8_470815	whole	9
ENSP00000331581	whole	88
Hs_rnd_gnm1_211813	whole	16
None_protein461514	whole	11
None_protein464569	whole	26
Hs_rnd_gnm4_338023	whole	5
Hs_JP201901_50	whole	18
Hs_rnd_gnm4_1075349	whole	32
ENSP00000416126	whole	34
ENSP00000311899	whole	16
Hs_rnd_gnm7_928183	whole	5
None_protein849892	whole	36
Raj_Hs_1394	whole	12
Raj_Hs_1395	whole	24
None_protein282254	whole	0
Raj_Hs_1397	whole	16
ENSP00000361712	whole	11
ENSP00000361718	whole	15
ENSP00000369739	whole	19
ENSP00000334538	whole	86
Hs_rnd_gnm3_146832	whole	8
None_protein717554	whole	2
None_protein1052487	whole	10
Hs_rnd_gnm8_1171698	whole	0
ENSP00000387176	whole	28
None_protein395265	whole	26
Hs_rnd_gnm4_1226755	whole	10
Raj_Hs_546	whole	11
Raj_Hs_545	whole	23
ENSP00000333184	whole	14
Raj_Hs_239	whole	21
ENSP00000299441	whole	58
vdp2013_S4_365	whole	8
None_protein1102450	whole	12
vdp2013_S4_367	whole	8
vdp2013_S4_360	whole	22
None_protein341388	whole	5
None_protein1153654	whole	20
vdp2013_S4_363	whole	8
ENSP00000492425	whole	19
vdp2013_S4_369	whole	6
Hs_rnd_gnm5_148057	whole	5
Hs_rnd_gnm2_887613	whole	19
ENSP00000388550	whole	17
ENSP00000384670	whole	1560
None_protein1124392	whole	25
None_protein894719	whole	17
Hs_rnd_gnm6_753658	whole	5
ENSP00000280704	whole	12
ENSP00000391641	whole	64
Hs_rnd_gnm2_1165157	whole	38
None_protein1206522	whole	0
ENSP00000478995	whole	62
Hs_rnd_gnm5_748563	whole	5
None_protein1254416	whole	9
ENSP00000446643	whole	19
ENSP00000239316	whole	39
Hs_rnd_gnm9_1163670	whole	18
ENSP00000482591	whole	23
ENSP00000339004	whole	25
Hs_rnd_gnm8_1196491	whole	6
Hs_rnd_gnm2_1250691	whole	5
Hs_rnd_gnm6_250219	whole	15
vdp2013_S4_874	whole	36
ENSP00000247881	whole	20
ENSP00000247883	whole	12
ENSP00000365767	whole	45
None_protein475269	whole	9
ENSP00000405786	whole	63
Hs_rnd_gnm4_1062214	whole	17
vdp2013_S4_302	whole	4
vdp2013_S4_948	whole	22
None_protein957756	whole	3
ENSP00000367545	whole	111
vdp2013_S4_940	whole	6
vdp2013_S4_941	whole	22
vdp2013_S4_942	whole	12
vdp2013_S4_943	whole	24
vdp2013_S4_944	whole	4
vdp2013_S4_945	whole	7
vdp2013_S4_946	whole	5
vdp2013_S4_947	whole	0
ENSP00000223023	whole	334
ENSP00000332274	whole	10
ENSP00000339915	whole	1329
vdp2013_S4_651	whole	9
None_protein772085	whole	9
Hs_rnd_gnm8_899474	whole	0
ENSP00000318916	whole	351
vdp2013_S4_878	whole	11
ENSP00000365492	whole	15
Hs_rnd_gnm8_329859	whole	18
vdp2013_S4_655	whole	4
ENSP00000362924	whole	37
vdp2013_S4_656	whole	29
Hs_rnd_gnm4_3521	whole	2
Hs_rnd_gnm5_1116653	whole	26
vdp2013_S4_309	whole	25
ENSP00000489684	whole	11
None_protein33792	whole	9
None_protein960762	whole	25
ENSP00000390590	whole	0
Hs_rnd_gnm3_994855	whole	19
None_protein216207	whole	8
ENSP00000358501	whole	14
None_protein463345	whole	6
None_protein823461	whole	37
ENSP00000382590	whole	0
Hs_rnd_gnm5_1294783	whole	38
Hs_rnd_gnm8_1221201	whole	8
ENSP00000433646	whole	29
Hs_rnd_gnm10_769051	whole	9
ENSP00000322652	whole	38
ENSP00000364016	whole	47
ENSP00000420502	whole	11
Hs_rnd_gnm1_1288661	whole	15
ENSP00000335055	whole	348
None_protein637392	whole	24
ENSP00000265113	whole	16
None_protein760650	whole	35
Hs_rnd_gnm3_1205742	whole	25
ENSP00000484302	whole	24
ENSP00000244930	whole	6
Hs_rnd_gnm1_708477	whole	5
None_protein422923	whole	18
None_protein153936	whole	13
Hs_rnd_gnm1_1013957	whole	19
Hs_rnd_gnm8_50143	whole	8
None_protein462342	whole	37
ENSP00000223795	whole	21
ENSP00000238831	whole	20
ENSP00000285420	whole	12
None_protein893676	whole	9
Hs_rnd_gnm5_1058333	whole	14
ENSP00000478606	whole	23
ENSP00000409373	whole	0
ENSP00000285398	whole	23
None_protein977051	whole	5
Hs_rnd_gnm7_406810	whole	3
Raj_Hs_2272	whole	21
ENSP00000323304	whole	29
Hs_rnd_gnm8_635422	whole	4
Raj_Hs_2278	whole	9
ENSP00000320650	whole	33
ENSP00000470383	whole	12
ENSP00000387617	whole	13
Raj_Hs_41	whole	11
Hs_rnd_gnm4_1146021	whole	6
Raj_Hs_42	whole	0
Raj_Hs_47	whole	26
Raj_Hs_46	whole	0
ENSP00000487358	whole	32
ENSP00000281081	whole	24
ENSP00000488967	whole	0
ENSP00000304078	whole	720
ENSP00000377769	whole	24
Hs_rnd_gnm3_82152	whole	9
Hs_rnd_gnm6_422895	whole	15
None_protein101705	whole	23
ENSP00000362727	whole	49
Hs_rnd_gnm2_1314894	whole	24
Hs_rnd_gnm10_620224	whole	5
Raj_Hs_2853	whole	7
ENSP00000279396	whole	32
None_protein368270	whole	4
None_protein405179	whole	3
None_protein1165315	whole	12
ENSP00000013222	whole	20
ENSP00000300184	whole	30
ENSP00000300182	whole	26
None_protein588632	whole	7
None_protein540683	whole	17
None_protein308147	whole	7
Hs_rnd_gnm5_1283080	whole	5
Hs_rnd_gnm7_259610	whole	9
Hs_rnd_gnm3_1139807	whole	7
Hs_rnd_gnm8_158338	whole	10
None_protein954337	whole	4
Hs_rnd_gnm9_640915	whole	11
None_protein1258947	whole	13
None_protein755399	whole	4
None_protein663429	whole	5
ENSP00000386962	whole	24
ENSP00000358563	whole	24
ENSP00000246104	whole	23
ENSP00000246105	whole	12
None_protein402929	whole	15
Hs_rnd_gnm10_452370	whole	7
ENSP00000356912	whole	31
ENSP00000258739	whole	9
Hs_rnd_gnm4_1136354	whole	7
ENSP00000262065	whole	14
None_protein1231670	whole	22
None_protein475019	whole	4
ENSP00000232217	whole	9
ENSP00000350773	whole	28
ENSP00000465772	whole	40
None_protein380749	whole	5
Hs_JP201901_529	whole	7
Hs_rnd_gnm6_426312	whole	10
Hs_JP201901_525	whole	18
Raj_Hs_935	whole	10
ENSP00000333041	whole	0
Raj_Hs_686	whole	7
Hs_JP201901_523	whole	13
ENSP00000339613	whole	47
ENSP00000319636	whole	67
ENSP00000425107	whole	10
None_protein1045912	whole	0
ENSP00000384192	whole	41
ENSP00000335261	whole	39
ENSP00000240687	whole	22
Hs_rnd_gnm8_454993	whole	1
ENSP00000302120	whole	109
None_protein66607	whole	15
vdp2013_S4_84	whole	69
vdp2013_S4_86	whole	11
vdp2013_S4_87	whole	3
None_protein577702	whole	19
vdp2013_S4_81	whole	15
vdp2013_S4_82	whole	14
vdp2013_S4_83	whole	21
Hs_rnd_gnm1_1280251	whole	14
vdp2013_S4_88	whole	13
None_protein367523	whole	1
Hs_rnd_gnm8_1141462	whole	5
None_protein1059630	whole	7
Hs_rnd_gnm2_235354	whole	6
Hs_rnd_gnm7_576351	whole	4
Hs_rnd_gnm8_1285323	whole	16
Hs_rnd_gnm3_160578	whole	7
ENSP00000355930	whole	39
Hs_rnd_gnm3_699217	whole	9
None_protein352339	whole	10
Hs_JP201901_440	whole	11
Hs_rnd_gnm1_1198718	whole	39
ENSP00000357206	whole	10
None_protein582398	whole	4
Hs_JP201901_446	whole	9
None_protein736270	whole	13
ENSP00000333697	whole	17
ENSP00000408176	whole	75
Hs_JP201901_444	whole	16
None_protein504600	whole	4
Hs_rnd_gnm6_438150	whole	10
ENSP00000265564	whole	16
Hs_rnd_gnm9_1273016	whole	0
ENSP00000383396	whole	18
ENSP00000312070	whole	38
ENSP00000282041	whole	28
ENSP00000318585	whole	39
ENSP00000360017	whole	107
None_protein92403	whole	7
ENSP00000448059	whole	17
ENSP00000423313	whole	63
ENSP00000269445	whole	18
Hs_rnd_gnm7_296711	whole	4
ENSP00000366942	whole	16
ENSP00000295757	whole	26
ENSP00000477679	whole	129
ENSP00000323847	whole	10
None_protein1201881	whole	12
Hs_rnd_gnm3_437976	whole	9
ENSP00000430684	whole	39
ENSP00000385319	whole	97
ENSP00000368666	whole	44
Hs_rnd_gnm2_1095548	whole	22
ENSP00000414506	whole	11
Hs_rnd_gnm9_907692	whole	8
ENSP00000342276	whole	219
None_protein869562	whole	13
ENSP00000308227	whole	0
Hs_rnd_gnm2_1213134	whole	0
ENSP00000343497	whole	83
None_protein1048150	whole	20
ENSP00000343493	whole	19
None_protein936902	whole	4
Raj_Hs_1806	whole	0
None_protein1198830	whole	19
ENSP00000248958	whole	13
ENSP00000285093	whole	16
Hs_rnd_gnm7_1253369	whole	12
Hs_rnd_gnm1_589298	whole	8
None_protein785287	whole	13
Hs_rnd_gnm7_441236	whole	10
ENSP00000283550	whole	42
Raj_Hs_2138	whole	3
Raj_Hs_2135	whole	7
Raj_Hs_2134	whole	9
ENSP00000386201	whole	22
ENSP00000289989	whole	69
Hs_rnd_gnm6_92483	whole	4
Hs_rnd_gnm2_538562	whole	4
ENSP00000327168	whole	0
Hs_rnd_gnm5_293221	whole	3
ENSP00000463032	whole	20
ENSP00000364813	whole	6
Hs_JP201901_246	whole	51
ENSP00000309794	whole	316
ENSP00000280358	whole	1
ENSP00000369371	whole	49
Hs_rnd_gnm6_460138	whole	16
ENSP00000345895	whole	12
ENSP00000381468	whole	47
None_protein1044325	whole	34
None_protein838294	whole	1
None_protein487433	whole	8
ENSP00000340609	whole	51
None_protein63402	whole	8
Hs_rnd_gnm3_94951	whole	6
ENSP00000365858	whole	0
Hs_rnd_gnm10_1181174	whole	6
Raj_Hs_2620	whole	24
ENSP00000361704	whole	43
ENSP00000344942	whole	25
Raj_Hs_1117	whole	2
ENSP00000313809	whole	0
Raj_Hs_210	whole	0
Raj_Hs_217	whole	21
ENSP00000483195	whole	62
None_protein417334	whole	15
Raj_Hs_214	whole	14
ENSP00000273610	whole	51
ENSP00000345096	whole	25
None_protein693602	whole	13
Hs_rnd_gnm9_1085175	whole	13
None_protein426561	whole	6
None_protein426567	whole	2
ENSP00000440509	whole	12
Hs_rnd_gnm1_874083	whole	6
None_protein547554	whole	11
Hs_rnd_gnm1_1177149	whole	17
ENSP00000320359	whole	12
ENSP00000254898	whole	274
ENSP00000359699	whole	24
ENSP00000228495	whole	12
Hs_rnd_gnm9_532659	whole	20
ENSP00000356959	whole	81
ENSP00000391409	whole	13
Hs_rnd_gnm3_333527	whole	6
ENSP00000363465	whole	33
ENSP00000330509	whole	16
Hs_rnd_gnm1_132732	whole	5
Hs_rnd_gnm6_688606	whole	6
ENSP00000347498	whole	168
None_protein283781	whole	10
vdp2013_S4_922	whole	45
vdp2013_S4_920	whole	0
None_protein1177819	whole	14
vdp2013_S4_926	whole	10
Hs_rnd_gnm9_1108921	whole	20
vdp2013_S4_925	whole	6
ENSP00000366170	whole	19
None_protein1151901	whole	19
Hs_rnd_gnm3_571597	whole	8
ENSP00000297293	whole	605
Hs_rnd_gnm8_664611	whole	0
None_protein136689	whole	17
ENSP00000251269	whole	51
None_protein576849	whole	13
Raj_Hs_1823	whole	6
ENSP00000342510	whole	258
ENSP00000472415	whole	9
None_protein295264	whole	24
ENSP00000463233	whole	29
ENSP00000353203	whole	0
ENSP00000324180	whole	12
None_protein348744	whole	5
ENSP00000438788	whole	68
vdp2013_S4_775	whole	2
None_protein92811	whole	3
ENSP00000434849	whole	37
None_protein751401	whole	5
Hs_rnd_gnm4_478396	whole	9
ENSP00000278935	whole	68
ENSP00000421131	whole	0
None_protein420926	whole	0
ENSP00000324251	whole	14
ENSP00000306565	whole	13
None_protein1146651	whole	2
